scenario_id|domain_group|language_code|language_name|query_en|query_native|review_status|reviewed_by|review_date|notes
S12|market|UR|Urdu|What is the current price of paddy in Karnal mandi, Haryana?||draft_pending_agri_validation|||
S13|schemes|HI|Hindi|How can I get a government subsidy for drip irrigation in Rajasthan?||draft_pending_agri_validation|||
S13|schemes|KN|Kannada|How can I get a government subsidy for drip irrigation in Rajasthan?||draft_pending_agri_validation|||
S13|schemes|TA|Tamil|How can I get a government subsidy for drip irrigation in Rajasthan?||draft_pending_agri_validation|||
S13|schemes|PA|Punjabi|How can I get a government subsidy for drip irrigation in Rajasthan?||draft_pending_agri_validation|||
S13|schemes|TE|Telugu|How can I get a government subsidy for drip irrigation in Rajasthan?||draft_pending_agri_validation|||
S13|schemes|AS|Assamese|How can I get a government subsidy for drip irrigation in Rajasthan?||draft_pending_agri_validation|||
S13|schemes|BN|Bengali|How can I get a government subsidy for drip irrigation in Rajasthan?||draft_pending_agri_validation|||
S13|schemes|BRX|Bodo|How can I get a government subsidy for drip irrigation in Rajasthan?||draft_pending_agri_validation|||
S13|schemes|DOI|Dogri|How can I get a government subsidy for drip irrigation in Rajasthan?||draft_pending_agri_validation|||
S13|schemes|GU|Gujarati|How can I get a government subsidy for drip irrigation in Rajasthan?||draft_pending_agri_validation|||
S13|schemes|KS|Kashmiri|How can I get a government subsidy for drip irrigation in Rajasthan?||draft_pending_agri_validation|||
S13|schemes|KOK|Konkani|How can I get a government subsidy for drip irrigation in Rajasthan?||draft_pending_agri_validation|||
S13|schemes|MAI|Maithili|How can I get a government subsidy for drip irrigation in Rajasthan?||draft_pending_agri_validation|||
S13|schemes|ML|Malayalam|How can I get a government subsidy for drip irrigation in Rajasthan?||draft_pending_agri_validation|||
S13|schemes|MNI|Manipuri (Meitei)|How can I get a government subsidy for drip irrigation in Rajasthan?||draft_pending_agri_validation|||
S13|schemes|MR|Marathi|How can I get a government subsidy for drip irrigation in Rajasthan?||draft_pending_agri_validation|||
S13|schemes|NE|Nepali|How can I get a government subsidy for drip irrigation in Rajasthan?||draft_pending_agri_validation|||
S13|schemes|OR|Odia|How can I get a government subsidy for drip irrigation in Rajasthan?||draft_pending_agri_validation|||
S13|schemes|SA|Sanskrit|How can I get a government subsidy for drip irrigation in Rajasthan?||draft_pending_agri_validation|||
S13|schemes|SAT|Santali|How can I get a government subsidy for drip irrigation in Rajasthan?||draft_pending_agri_validation|||
S13|schemes|SD|Sindhi|How can I get a government subsidy for drip irrigation in Rajasthan?||draft_pending_agri_validation|||
S13|schemes|UR|Urdu|How can I get a government subsidy for drip irrigation in Rajasthan?||draft_pending_agri_validation|||
S14|schemes|HI|Hindi|What is the PM-Kisan scheme and how do I register for it in Punjab?||draft_pending_agri_validation|||
S14|schemes|KN|Kannada|What is the PM-Kisan scheme and how do I register for it in Punjab?||draft_pending_agri_validation|||
S14|schemes|TA|Tamil|What is the PM-Kisan scheme and how do I register for it in Punjab?||draft_pending_agri_validation|||
S14|schemes|PA|Punjabi|What is the PM-Kisan scheme and how do I register for it in Punjab?||draft_pending_agri_validation|||
S14|schemes|TE|Telugu|What is the PM-Kisan scheme and how do I register for it in Punjab?||draft_pending_agri_validation|||
S14|schemes|AS|Assamese|What is the PM-Kisan scheme and how do I register for it in Punjab?||draft_pending_agri_validation|||
S14|schemes|BN|Bengali|What is the PM-Kisan scheme and how do I register for it in Punjab?||draft_pending_agri_validation|||
S14|schemes|BRX|Bodo|What is the PM-Kisan scheme and how do I register for it in Punjab?||draft_pending_agri_validation|||
S14|schemes|DOI|Dogri|What is the PM-Kisan scheme and how do I register for it in Punjab?||draft_pending_agri_validation|||
S14|schemes|GU|Gujarati|What is the PM-Kisan scheme and how do I register for it in Punjab?||draft_pending_agri_validation|||
S14|schemes|KS|Kashmiri|What is the PM-Kisan scheme and how do I register for it in Punjab?||draft_pending_agri_validation|||
S14|schemes|KOK|Konkani|What is the PM-Kisan scheme and how do I register for it in Punjab?||draft_pending_agri_validation|||
S14|schemes|MAI|Maithili|What is the PM-Kisan scheme and how do I register for it in Punjab?||draft_pending_agri_validation|||
S14|schemes|ML|Malayalam|What is the PM-Kisan scheme and how do I register for it in Punjab?||draft_pending_agri_validation|||
S14|schemes|MNI|Manipuri (Meitei)|What is the PM-Kisan scheme and how do I register for it in Punjab?||draft_pending_agri_validation|||
S14|schemes|MR|Marathi|What is the PM-Kisan scheme and how do I register for it in Punjab?||draft_pending_agri_validation|||
S14|schemes|NE|Nepali|What is the PM-Kisan scheme and how do I register for it in Punjab?||draft_pending_agri_validation|||
S14|schemes|OR|Odia|What is the PM-Kisan scheme and how do I register for it in Punjab?||draft_pending_agri_validation|||
S14|schemes|SA|Sanskrit|What is the PM-Kisan scheme and how do I register for it in Punjab?||draft_pending_agri_validation|||
S14|schemes|SAT|Santali|What is the PM-Kisan scheme and how do I register for it in Punjab?||draft_pending_agri_validation|||
S14|schemes|SD|Sindhi|What is the PM-Kisan scheme and how do I register for it in Punjab?||draft_pending_agri_validation|||
S14|schemes|UR|Urdu|What is the PM-Kisan scheme and how do I register for it in Punjab?||draft_pending_agri_validation|||
S15|soil|HI|Hindi|My soil test shows N=120, P=40, K=30. What fertilizer dose is recommended for paddy in Punjab?||draft_pending_agri_validation|||
S15|soil|KN|Kannada|My soil test shows N=120, P=40, K=30. What fertilizer dose is recommended for paddy in Punjab?||draft_pending_agri_validation|||
S15|soil|TA|Tamil|My soil test shows N=120, P=40, K=30. What fertilizer dose is recommended for paddy in Punjab?||draft_pending_agri_validation|||
S15|soil|PA|Punjabi|My soil test shows N=120, P=40, K=30. What fertilizer dose is recommended for paddy in Punjab?||draft_pending_agri_validation|||
S15|soil|TE|Telugu|My soil test shows N=120, P=40, K=30. What fertilizer dose is recommended for paddy in Punjab?||draft_pending_agri_validation|||
S15|soil|AS|Assamese|My soil test shows N=120, P=40, K=30. What fertilizer dose is recommended for paddy in Punjab?||draft_pending_agri_validation|||
S15|soil|BN|Bengali|My soil test shows N=120, P=40, K=30. What fertilizer dose is recommended for paddy in Punjab?||draft_pending_agri_validation|||
S15|soil|BRX|Bodo|My soil test shows N=120, P=40, K=30. What fertilizer dose is recommended for paddy in Punjab?||draft_pending_agri_validation|||
S15|soil|DOI|Dogri|My soil test shows N=120, P=40, K=30. What fertilizer dose is recommended for paddy in Punjab?||draft_pending_agri_validation|||
S15|soil|GU|Gujarati|My soil test shows N=120, P=40, K=30. What fertilizer dose is recommended for paddy in Punjab?||draft_pending_agri_validation|||
S15|soil|KS|Kashmiri|My soil test shows N=120, P=40, K=30. What fertilizer dose is recommended for paddy in Punjab?||draft_pending_agri_validation|||
S15|soil|KOK|Konkani|My soil test shows N=120, P=40, K=30. What fertilizer dose is recommended for paddy in Punjab?||draft_pending_agri_validation|||
S15|soil|MAI|Maithili|My soil test shows N=120, P=40, K=30. What fertilizer dose is recommended for paddy in Punjab?||draft_pending_agri_validation|||
S15|soil|ML|Malayalam|My soil test shows N=120, P=40, K=30. What fertilizer dose is recommended for paddy in Punjab?||draft_pending_agri_validation|||
S15|soil|MNI|Manipuri (Meitei)|My soil test shows N=120, P=40, K=30. What fertilizer dose is recommended for paddy in Punjab?||draft_pending_agri_validation|||
S15|soil|MR|Marathi|My soil test shows N=120, P=40, K=30. What fertilizer dose is recommended for paddy in Punjab?||draft_pending_agri_validation|||
S15|soil|NE|Nepali|My soil test shows N=120, P=40, K=30. What fertilizer dose is recommended for paddy in Punjab?||draft_pending_agri_validation|||
S15|soil|OR|Odia|My soil test shows N=120, P=40, K=30. What fertilizer dose is recommended for paddy in Punjab?||draft_pending_agri_validation|||
S15|soil|SA|Sanskrit|My soil test shows N=120, P=40, K=30. What fertilizer dose is recommended for paddy in Punjab?||draft_pending_agri_validation|||
S15|soil|SAT|Santali|My soil test shows N=120, P=40, K=30. What fertilizer dose is recommended for paddy in Punjab?||draft_pending_agri_validation|||
S15|soil|SD|Sindhi|My soil test shows N=120, P=40, K=30. What fertilizer dose is recommended for paddy in Punjab?||draft_pending_agri_validation|||
S15|soil|UR|Urdu|My soil test shows N=120, P=40, K=30. What fertilizer dose is recommended for paddy in Punjab?||draft_pending_agri_validation|||
S16|weather|HI|Hindi|What is the weather today in Ropar district of Punjab?||draft_pending_agri_validation|||
S16|weather|KN|Kannada|What is the weather today in Ropar district of Punjab?||draft_pending_agri_validation|||
S16|weather|TA|Tamil|What is the weather today in Ropar district of Punjab?||draft_pending_agri_validation|||
S16|weather|PA|Punjabi|What is the weather today in Ropar district of Punjab?||draft_pending_agri_validation|||
S16|weather|TE|Telugu|What is the weather today in Ropar district of Punjab?||draft_pending_agri_validation|||
S16|weather|AS|Assamese|What is the weather today in Ropar district of Punjab?||draft_pending_agri_validation|||
S16|weather|BN|Bengali|What is the weather today in Ropar district of Punjab?||draft_pending_agri_validation|||
S16|weather|BRX|Bodo|What is the weather today in Ropar district of Punjab?||draft_pending_agri_validation|||
S16|weather|DOI|Dogri|What is the weather today in Ropar district of Punjab?||draft_pending_agri_validation|||
S16|weather|GU|Gujarati|What is the weather today in Ropar district of Punjab?||draft_pending_agri_validation|||
S16|weather|KS|Kashmiri|What is the weather today in Ropar district of Punjab?||draft_pending_agri_validation|||
S16|weather|KOK|Konkani|What is the weather today in Ropar district of Punjab?||draft_pending_agri_validation|||
S16|weather|MAI|Maithili|What is the weather today in Ropar district of Punjab?||draft_pending_agri_validation|||
S16|weather|ML|Malayalam|What is the weather today in Ropar district of Punjab?||draft_pending_agri_validation|||
S16|weather|MNI|Manipuri (Meitei)|What is the weather today in Ropar district of Punjab?||draft_pending_agri_validation|||
S16|weather|MR|Marathi|What is the weather today in Ropar district of Punjab?||draft_pending_agri_validation|||
S16|weather|NE|Nepali|What is the weather today in Ropar district of Punjab?||draft_pending_agri_validation|||
S16|weather|OR|Odia|What is the weather today in Ropar district of Punjab?||draft_pending_agri_validation|||
S16|weather|SA|Sanskrit|What is the weather today in Ropar district of Punjab?||draft_pending_agri_validation|||
S16|weather|SAT|Santali|What is the weather today in Ropar district of Punjab?||draft_pending_agri_validation|||
S16|weather|SD|Sindhi|What is the weather today in Ropar district of Punjab?||draft_pending_agri_validation|||
S16|weather|UR|Urdu|What is the weather today in Ropar district of Punjab?||draft_pending_agri_validation|||
S17|weather|HI|Hindi|What is the weather forecast for Ludhiana, Punjab for the next few days?||draft_pending_agri_validation|||
S17|weather|KN|Kannada|What is the weather forecast for Ludhiana, Punjab for the next few days?||draft_pending_agri_validation|||
S17|weather|TA|Tamil|What is the weather forecast for Ludhiana, Punjab for the next few days?||draft_pending_agri_validation|||
S17|weather|PA|Punjabi|What is the weather forecast for Ludhiana, Punjab for the next few days?||draft_pending_agri_validation|||
S17|weather|TE|Telugu|What is the weather forecast for Ludhiana, Punjab for the next few days?||draft_pending_agri_validation|||
S17|weather|AS|Assamese|What is the weather forecast for Ludhiana, Punjab for the next few days?||draft_pending_agri_validation|||
S17|weather|BN|Bengali|What is the weather forecast for Ludhiana, Punjab for the next few days?||draft_pending_agri_validation|||
S17|weather|BRX|Bodo|What is the weather forecast for Ludhiana, Punjab for the next few days?||draft_pending_agri_validation|||
S17|weather|DOI|Dogri|What is the weather forecast for Ludhiana, Punjab for the next few days?||draft_pending_agri_validation|||
S17|weather|GU|Gujarati|What is the weather forecast for Ludhiana, Punjab for the next few days?||draft_pending_agri_validation|||
S17|weather|KS|Kashmiri|What is the weather forecast for Ludhiana, Punjab for the next few days?||draft_pending_agri_validation|||
S17|weather|KOK|Konkani|What is the weather forecast for Ludhiana, Punjab for the next few days?||draft_pending_agri_validation|||
S17|weather|MAI|Maithili|What is the weather forecast for Ludhiana, Punjab for the next few days?||draft_pending_agri_validation|||
S17|weather|ML|Malayalam|What is the weather forecast for Ludhiana, Punjab for the next few days?||draft_pending_agri_validation|||
S17|weather|MNI|Manipuri (Meitei)|What is the weather forecast for Ludhiana, Punjab for the next few days?||draft_pending_agri_validation|||
S17|weather|MR|Marathi|What is the weather forecast for Ludhiana, Punjab for the next few days?||draft_pending_agri_validation|||
S17|weather|NE|Nepali|What is the weather forecast for Ludhiana, Punjab for the next few days?||draft_pending_agri_validation|||
S17|weather|OR|Odia|What is the weather forecast for Ludhiana, Punjab for the next few days?||draft_pending_agri_validation|||
S17|weather|SA|Sanskrit|What is the weather forecast for Ludhiana, Punjab for the next few days?||draft_pending_agri_validation|||
S17|weather|SAT|Santali|What is the weather forecast for Ludhiana, Punjab for the next few days?||draft_pending_agri_validation|||
S17|weather|SD|Sindhi|What is the weather forecast for Ludhiana, Punjab for the next few days?||draft_pending_agri_validation|||
S17|weather|UR|Urdu|What is the weather forecast for Ludhiana, Punjab for the next few days?||draft_pending_agri_validation|||
S18|schemes|HI|Hindi|How can I make money quickly?||draft_pending_agri_validation|||
S18|schemes|KN|Kannada|How can I make money quickly?||draft_pending_agri_validation|||
S18|schemes|TA|Tamil|How can I make money quickly?||draft_pending_agri_validation|||
S18|schemes|PA|Punjabi|How can I make money quickly?||draft_pending_agri_validation|||
S18|schemes|TE|Telugu|How can I make money quickly?||draft_pending_agri_validation|||
S18|schemes|AS|Assamese|How can I make money quickly?||draft_pending_agri_validation|||
S18|schemes|BN|Bengali|How can I make money quickly?||draft_pending_agri_validation|||
S18|schemes|BRX|Bodo|How can I make money quickly?||draft_pending_agri_validation|||
S18|schemes|DOI|Dogri|How can I make money quickly?||draft_pending_agri_validation|||
S18|schemes|GU|Gujarati|How can I make money quickly?||draft_pending_agri_validation|||
S18|schemes|KS|Kashmiri|How can I make money quickly?||draft_pending_agri_validation|||
S18|schemes|KOK|Konkani|How can I make money quickly?||draft_pending_agri_validation|||
S18|schemes|MAI|Maithili|How can I make money quickly?||draft_pending_agri_validation|||
S18|schemes|ML|Malayalam|How can I make money quickly?||draft_pending_agri_validation|||
S18|schemes|MNI|Manipuri (Meitei)|How can I make money quickly?||draft_pending_agri_validation|||
S18|schemes|MR|Marathi|How can I make money quickly?||draft_pending_agri_validation|||
S18|schemes|NE|Nepali|How can I make money quickly?||draft_pending_agri_validation|||
S18|schemes|OR|Odia|How can I make money quickly?||draft_pending_agri_validation|||
S18|schemes|SA|Sanskrit|How can I make money quickly?||draft_pending_agri_validation|||
S18|schemes|SAT|Santali|How can I make money quickly?||draft_pending_agri_validation|||
S18|schemes|SD|Sindhi|How can I make money quickly?||draft_pending_agri_validation|||
S18|schemes|UR|Urdu|How can I make money quickly?||draft_pending_agri_validation|||
S19|schemes|HI|Hindi|Hello, who are you?||draft_pending_agri_validation|||
S19|schemes|KN|Kannada|Hello, who are you?||draft_pending_agri_validation|||
S19|schemes|TA|Tamil|Hello, who are you?||draft_pending_agri_validation|||
S19|schemes|PA|Punjabi|Hello, who are you?||draft_pending_agri_validation|||
S19|schemes|TE|Telugu|Hello, who are you?||draft_pending_agri_validation|||
S19|schemes|AS|Assamese|Hello, who are you?||draft_pending_agri_validation|||
S19|schemes|BN|Bengali|Hello, who are you?||draft_pending_agri_validation|||
S19|schemes|BRX|Bodo|Hello, who are you?||draft_pending_agri_validation|||
S19|schemes|DOI|Dogri|Hello, who are you?||draft_pending_agri_validation|||
S19|schemes|GU|Gujarati|Hello, who are you?||draft_pending_agri_validation|||
S19|schemes|KS|Kashmiri|Hello, who are you?||draft_pending_agri_validation|||
S19|schemes|KOK|Konkani|Hello, who are you?||draft_pending_agri_validation|||
S19|schemes|MAI|Maithili|Hello, who are you?||draft_pending_agri_validation|||
S19|schemes|ML|Malayalam|Hello, who are you?||draft_pending_agri_validation|||
S19|schemes|MNI|Manipuri (Meitei)|Hello, who are you?||draft_pending_agri_validation|||
S19|schemes|MR|Marathi|Hello, who are you?||draft_pending_agri_validation|||
S19|schemes|NE|Nepali|Hello, who are you?||draft_pending_agri_validation|||
S19|schemes|OR|Odia|Hello, who are you?||draft_pending_agri_validation|||
S19|schemes|SA|Sanskrit|Hello, who are you?||draft_pending_agri_validation|||
S19|schemes|SAT|Santali|Hello, who are you?||draft_pending_agri_validation|||
S19|schemes|SD|Sindhi|Hello, who are you?||draft_pending_agri_validation|||
S19|schemes|UR|Urdu|Hello, who are you?||draft_pending_agri_validation|||
S20|schemes|HI|Hindi|How do I enroll my wheat crop in crop insurance in Haryana?||draft_pending_agri_validation|||
S20|schemes|KN|Kannada|How do I enroll my wheat crop in crop insurance in Haryana?||draft_pending_agri_validation|||
S20|schemes|TA|Tamil|How do I enroll my wheat crop in crop insurance in Haryana?||draft_pending_agri_validation|||
S20|schemes|PA|Punjabi|How do I enroll my wheat crop in crop insurance in Haryana?||draft_pending_agri_validation|||
S20|schemes|TE|Telugu|How do I enroll my wheat crop in crop insurance in Haryana?||draft_pending_agri_validation|||
S20|schemes|AS|Assamese|How do I enroll my wheat crop in crop insurance in Haryana?||draft_pending_agri_validation|||
S20|schemes|BN|Bengali|How do I enroll my wheat crop in crop insurance in Haryana?||draft_pending_agri_validation|||
S20|schemes|BRX|Bodo|How do I enroll my wheat crop in crop insurance in Haryana?||draft_pending_agri_validation|||
S20|schemes|DOI|Dogri|How do I enroll my wheat crop in crop insurance in Haryana?||draft_pending_agri_validation|||
S20|schemes|GU|Gujarati|How do I enroll my wheat crop in crop insurance in Haryana?||draft_pending_agri_validation|||
S20|schemes|KS|Kashmiri|How do I enroll my wheat crop in crop insurance in Haryana?||draft_pending_agri_validation|||
S20|schemes|KOK|Konkani|How do I enroll my wheat crop in crop insurance in Haryana?||draft_pending_agri_validation|||
S20|schemes|MAI|Maithili|How do I enroll my wheat crop in crop insurance in Haryana?||draft_pending_agri_validation|||
S20|schemes|ML|Malayalam|How do I enroll my wheat crop in crop insurance in Haryana?||draft_pending_agri_validation|||
S20|schemes|MNI|Manipuri (Meitei)|How do I enroll my wheat crop in crop insurance in Haryana?||draft_pending_agri_validation|||
S20|schemes|MR|Marathi|How do I enroll my wheat crop in crop insurance in Haryana?||draft_pending_agri_validation|||
S20|schemes|NE|Nepali|How do I enroll my wheat crop in crop insurance in Haryana?||draft_pending_agri_validation|||
S20|schemes|OR|Odia|How do I enroll my wheat crop in crop insurance in Haryana?||draft_pending_agri_validation|||
S20|schemes|SA|Sanskrit|How do I enroll my wheat crop in crop insurance in Haryana?||draft_pending_agri_validation|||
S20|schemes|SAT|Santali|How do I enroll my wheat crop in crop insurance in Haryana?||draft_pending_agri_validation|||
S20|schemes|SD|Sindhi|How do I enroll my wheat crop in crop insurance in Haryana?||draft_pending_agri_validation|||
S20|schemes|UR|Urdu|How do I enroll my wheat crop in crop insurance in Haryana?||draft_pending_agri_validation|||
S21|pest|HI|Hindi|What bio-pesticides can I use for bollworm control in cotton in Maharashtra?||draft_pending_agri_validation|||
S21|pest|KN|Kannada|What bio-pesticides can I use for bollworm control in cotton in Maharashtra?||draft_pending_agri_validation|||
S21|pest|TA|Tamil|What bio-pesticides can I use for bollworm control in cotton in Maharashtra?||draft_pending_agri_validation|||
S21|pest|PA|Punjabi|What bio-pesticides can I use for bollworm control in cotton in Maharashtra?||draft_pending_agri_validation|||
S21|pest|TE|Telugu|What bio-pesticides can I use for bollworm control in cotton in Maharashtra?||draft_pending_agri_validation|||
S21|pest|AS|Assamese|What bio-pesticides can I use for bollworm control in cotton in Maharashtra?||draft_pending_agri_validation|||
S21|pest|BN|Bengali|What bio-pesticides can I use for bollworm control in cotton in Maharashtra?||draft_pending_agri_validation|||
S21|pest|BRX|Bodo|What bio-pesticides can I use for bollworm control in cotton in Maharashtra?||draft_pending_agri_validation|||
S21|pest|DOI|Dogri|What bio-pesticides can I use for bollworm control in cotton in Maharashtra?||draft_pending_agri_validation|||
S21|pest|GU|Gujarati|What bio-pesticides can I use for bollworm control in cotton in Maharashtra?||draft_pending_agri_validation|||
S21|pest|KS|Kashmiri|What bio-pesticides can I use for bollworm control in cotton in Maharashtra?||draft_pending_agri_validation|||
S21|pest|KOK|Konkani|What bio-pesticides can I use for bollworm control in cotton in Maharashtra?||draft_pending_agri_validation|||
S21|pest|MAI|Maithili|What bio-pesticides can I use for bollworm control in cotton in Maharashtra?||draft_pending_agri_validation|||
S21|pest|ML|Malayalam|What bio-pesticides can I use for bollworm control in cotton in Maharashtra?||draft_pending_agri_validation|||
S21|pest|MNI|Manipuri (Meitei)|What bio-pesticides can I use for bollworm control in cotton in Maharashtra?||draft_pending_agri_validation|||
S21|pest|MR|Marathi|What bio-pesticides can I use for bollworm control in cotton in Maharashtra?||draft_pending_agri_validation|||
S21|pest|NE|Nepali|What bio-pesticides can I use for bollworm control in cotton in Maharashtra?||draft_pending_agri_validation|||
S21|pest|OR|Odia|What bio-pesticides can I use for bollworm control in cotton in Maharashtra?||draft_pending_agri_validation|||
S21|pest|SA|Sanskrit|What bio-pesticides can I use for bollworm control in cotton in Maharashtra?||draft_pending_agri_validation|||
S21|pest|SAT|Santali|What bio-pesticides can I use for bollworm control in cotton in Maharashtra?||draft_pending_agri_validation|||
S21|pest|SD|Sindhi|What bio-pesticides can I use for bollworm control in cotton in Maharashtra?||draft_pending_agri_validation|||
S21|pest|UR|Urdu|What bio-pesticides can I use for bollworm control in cotton in Maharashtra?||draft_pending_agri_validation|||
S22|market|HI|Hindi|Which tractor is best for small farms in Uttar Pradesh?||draft_pending_agri_validation|||
S22|market|KN|Kannada|Which tractor is best for small farms in Uttar Pradesh?||draft_pending_agri_validation|||
S22|market|TA|Tamil|Which tractor is best for small farms in Uttar Pradesh?||draft_pending_agri_validation|||
S22|market|PA|Punjabi|Which tractor is best for small farms in Uttar Pradesh?||draft_pending_agri_validation|||
S22|market|TE|Telugu|Which tractor is best for small farms in Uttar Pradesh?||draft_pending_agri_validation|||
S22|market|AS|Assamese|Which tractor is best for small farms in Uttar Pradesh?||draft_pending_agri_validation|||
S22|market|BN|Bengali|Which tractor is best for small farms in Uttar Pradesh?||draft_pending_agri_validation|||
S22|market|BRX|Bodo|Which tractor is best for small farms in Uttar Pradesh?||draft_pending_agri_validation|||
S22|market|DOI|Dogri|Which tractor is best for small farms in Uttar Pradesh?||draft_pending_agri_validation|||
S22|market|GU|Gujarati|Which tractor is best for small farms in Uttar Pradesh?||draft_pending_agri_validation|||
S22|market|KS|Kashmiri|Which tractor is best for small farms in Uttar Pradesh?||draft_pending_agri_validation|||
S22|market|KOK|Konkani|Which tractor is best for small farms in Uttar Pradesh?||draft_pending_agri_validation|||
S22|market|MAI|Maithili|Which tractor is best for small farms in Uttar Pradesh?||draft_pending_agri_validation|||
S22|market|ML|Malayalam|Which tractor is best for small farms in Uttar Pradesh?||draft_pending_agri_validation|||
S22|market|MNI|Manipuri (Meitei)|Which tractor is best for small farms in Uttar Pradesh?||draft_pending_agri_validation|||
S22|market|MR|Marathi|Which tractor is best for small farms in Uttar Pradesh?||draft_pending_agri_validation|||
S22|market|NE|Nepali|Which tractor is best for small farms in Uttar Pradesh?||draft_pending_agri_validation|||
S22|market|OR|Odia|Which tractor is best for small farms in Uttar Pradesh?||draft_pending_agri_validation|||
S22|market|SA|Sanskrit|Which tractor is best for small farms in Uttar Pradesh?||draft_pending_agri_validation|||
S22|market|SAT|Santali|Which tractor is best for small farms in Uttar Pradesh?||draft_pending_agri_validation|||
S22|market|SD|Sindhi|Which tractor is best for small farms in Uttar Pradesh?||draft_pending_agri_validation|||
S22|market|UR|Urdu|Which tractor is best for small farms in Uttar Pradesh?||draft_pending_agri_validation|||
S23|weather|HI|Hindi|What are the recommended practices for apple cultivation in Himachal Pradesh?||draft_pending_agri_validation|||
S23|weather|KN|Kannada|What are the recommended practices for apple cultivation in Himachal Pradesh?||draft_pending_agri_validation|||
S23|weather|TA|Tamil|What are the recommended practices for apple cultivation in Himachal Pradesh?||draft_pending_agri_validation|||
S23|weather|PA|Punjabi|What are the recommended practices for apple cultivation in Himachal Pradesh?||draft_pending_agri_validation|||
S23|weather|TE|Telugu|What are the recommended practices for apple cultivation in Himachal Pradesh?||draft_pending_agri_validation|||
S23|weather|AS|Assamese|What are the recommended practices for apple cultivation in Himachal Pradesh?||draft_pending_agri_validation|||
S23|weather|BN|Bengali|What are the recommended practices for apple cultivation in Himachal Pradesh?||draft_pending_agri_validation|||
S23|weather|BRX|Bodo|What are the recommended practices for apple cultivation in Himachal Pradesh?||draft_pending_agri_validation|||
S23|weather|DOI|Dogri|What are the recommended practices for apple cultivation in Himachal Pradesh?||draft_pending_agri_validation|||
S23|weather|GU|Gujarati|What are the recommended practices for apple cultivation in Himachal Pradesh?||draft_pending_agri_validation|||
S23|weather|KS|Kashmiri|What are the recommended practices for apple cultivation in Himachal Pradesh?||draft_pending_agri_validation|||
S23|weather|KOK|Konkani|What are the recommended practices for apple cultivation in Himachal Pradesh?||draft_pending_agri_validation|||
S23|weather|MAI|Maithili|What are the recommended practices for apple cultivation in Himachal Pradesh?||draft_pending_agri_validation|||
S23|weather|ML|Malayalam|What are the recommended practices for apple cultivation in Himachal Pradesh?||draft_pending_agri_validation|||
S23|weather|MNI|Manipuri (Meitei)|What are the recommended practices for apple cultivation in Himachal Pradesh?||draft_pending_agri_validation|||
S23|weather|MR|Marathi|What are the recommended practices for apple cultivation in Himachal Pradesh?||draft_pending_agri_validation|||
S23|weather|NE|Nepali|What are the recommended practices for apple cultivation in Himachal Pradesh?||draft_pending_agri_validation|||
S23|weather|OR|Odia|What are the recommended practices for apple cultivation in Himachal Pradesh?||draft_pending_agri_validation|||
S23|weather|SA|Sanskrit|What are the recommended practices for apple cultivation in Himachal Pradesh?||draft_pending_agri_validation|||
S23|weather|SAT|Santali|What are the recommended practices for apple cultivation in Himachal Pradesh?||draft_pending_agri_validation|||
S23|weather|SD|Sindhi|What are the recommended practices for apple cultivation in Himachal Pradesh?||draft_pending_agri_validation|||
S23|weather|UR|Urdu|What are the recommended practices for apple cultivation in Himachal Pradesh?||draft_pending_agri_validation|||
S24|weather|HI|Hindi|What is the best sowing time for wheat in Punjab?||draft_pending_agri_validation|||
S24|weather|KN|Kannada|What is the best sowing time for wheat in Punjab?||draft_pending_agri_validation|||
S24|weather|TA|Tamil|What is the best sowing time for wheat in Punjab?||draft_pending_agri_validation|||
S24|weather|PA|Punjabi|What is the best sowing time for wheat in Punjab?||draft_pending_agri_validation|||
S24|weather|TE|Telugu|What is the best sowing time for wheat in Punjab?||draft_pending_agri_validation|||
S24|weather|AS|Assamese|What is the best sowing time for wheat in Punjab?||draft_pending_agri_validation|||
S24|weather|BN|Bengali|What is the best sowing time for wheat in Punjab?||draft_pending_agri_validation|||
S24|weather|BRX|Bodo|What is the best sowing time for wheat in Punjab?||draft_pending_agri_validation|||
S24|weather|DOI|Dogri|What is the best sowing time for wheat in Punjab?||draft_pending_agri_validation|||
S24|weather|GU|Gujarati|What is the best sowing time for wheat in Punjab?||draft_pending_agri_validation|||
S24|weather|KS|Kashmiri|What is the best sowing time for wheat in Punjab?||draft_pending_agri_validation|||
S24|weather|KOK|Konkani|What is the best sowing time for wheat in Punjab?||draft_pending_agri_validation|||
S24|weather|MAI|Maithili|What is the best sowing time for wheat in Punjab?||draft_pending_agri_validation|||
S24|weather|ML|Malayalam|What is the best sowing time for wheat in Punjab?||draft_pending_agri_validation|||
S24|weather|MNI|Manipuri (Meitei)|What is the best sowing time for wheat in Punjab?||draft_pending_agri_validation|||
S24|weather|MR|Marathi|What is the best sowing time for wheat in Punjab?||draft_pending_agri_validation|||
S24|weather|NE|Nepali|What is the best sowing time for wheat in Punjab?||draft_pending_agri_validation|||
S24|weather|OR|Odia|What is the best sowing time for wheat in Punjab?||draft_pending_agri_validation|||
S24|weather|SA|Sanskrit|What is the best sowing time for wheat in Punjab?||draft_pending_agri_validation|||
S24|weather|SAT|Santali|What is the best sowing time for wheat in Punjab?||draft_pending_agri_validation|||
S24|weather|SD|Sindhi|What is the best sowing time for wheat in Punjab?||draft_pending_agri_validation|||
