name,query,script_language,vocal_language,expected_tools,observed_tools,http_status,graph_status,latency_seconds,response_text,error,technical_pass,routing_pass,tool_pass,trace_url,trace_available,expected_nodes,observed_nodes,node_pass,node_reason,expected_domain,observed_domain,expected_plan,observed_plan,plan_pass,plan_reason,answer_quality_enabled,answerrelevancymetric_score,answerrelevancymetric_passed,answerrelevancymetric_reason,source_check_required,source_attribution_pass,source_attribution_reason,disclaimer_required,testing_disclaimer_present,testing_disclaimer_at_bottom,two_hr_disclaimer_required,two_hr_disclaimer_present,language_required,language_pass,disclaimer_language_pass,disclaimer_language_reason,failure_reason,triage_category,triage_action,severity
market_question_2_tamil,ஹரியானாவின் கர்னால் மண்டியில் நெல் தற்போதைய விலை என்ன?,Tamil,Tamil,"market,upload_question_to_reviewer_system","market,upload_question_to_reviewer_system",200,success,0.0,Mock response for market_question_2_tamil,,True,True,True,,False,"planner,execute_plan,assemble_answer_body,translate_answer",not_checked,True,node validation disabled because trace node capture is unreliable,Market Prices,,"{'mandi': True, 'state': 'Haryana', 'crop': 'Paddy', 'is_complete': True, 'script_language': 'Tamil', 'vocal_language': 'Tamil'}","{'mandi': True, 'state': 'Haryana', 'crop': 'Paddy', 'is_complete': True, 'script_language': 'Tamil', 'vocal_language': 'Tamil'}",True,,False,,,disabled,False,True,,False,True,True,False,True,False,True,True,,,passed,no_action,
market_question_2_telugu,హర్యానాలోని కర్నాల్ మండిలో వరి ప్రస్తుత ధర ఎంత?,Telugu,Telugu,"market,upload_question_to_reviewer_system","market,upload_question_to_reviewer_system",200,success,0.0,Mock response for market_question_2_telugu,,True,True,True,,False,"planner,execute_plan,assemble_answer_body,translate_answer",not_checked,True,node validation disabled because trace node capture is unreliable,Market Prices,,"{'mandi': True, 'state': 'Haryana', 'crop': 'Paddy', 'is_complete': True, 'script_language': 'Telugu', 'vocal_language': 'Telugu'}","{'mandi': True, 'state': 'Haryana', 'crop': 'Paddy', 'is_complete': True, 'script_language': 'Telugu', 'vocal_language': 'Telugu'}",True,,False,,,disabled,False,True,,False,True,True,False,True,False,True,True,,,passed,no_action,
market_question_2_kannada,ಹರಿಯಾಣದ ಕರ್ಣಾಲ್ ಮಂಡಿಯಲ್ಲಿ ಭತ್ತದ ಇಂದಿನ ಬೆಲೆ ಎಷ್ಟು?,Kannada,Kannada,"market,upload_question_to_reviewer_system","market,upload_question_to_reviewer_system",200,success,0.0,Mock response for market_question_2_kannada,,True,True,True,,False,"planner,execute_plan,assemble_answer_body,translate_answer",not_checked,True,node validation disabled because trace node capture is unreliable,Market Prices,,"{'mandi': True, 'state': 'Haryana', 'crop': 'Paddy', 'is_complete': True, 'script_language': 'Kannada', 'vocal_language': 'Kannada'}","{'mandi': True, 'state': 'Haryana', 'crop': 'Paddy', 'is_complete': True, 'script_language': 'Kannada', 'vocal_language': 'Kannada'}",True,,False,,,disabled,False,True,,False,True,True,False,True,False,True,True,,,passed,no_action,
market_question_2_punjabi,ਹਰਿਆਣਾ ਦੇ ਕਰਨਾਲ ਮੰਡੀ ਵਿੱਚ ਧਾਨ ਦਾ ਮੌਜੂਦਾ ਭਾਅ ਕੀ ਹੈ?,Punjabi,Punjabi,"market,upload_question_to_reviewer_system","market,upload_question_to_reviewer_system",200,success,0.0,Mock response for market_question_2_punjabi,,True,True,True,,False,"planner,execute_plan,assemble_answer_body,translate_answer",not_checked,True,node validation disabled because trace node capture is unreliable,Market Prices,,"{'mandi': True, 'state': 'Haryana', 'crop': 'Paddy', 'is_complete': True, 'script_language': 'Punjabi', 'vocal_language': 'Punjabi'}","{'mandi': True, 'state': 'Haryana', 'crop': 'Paddy', 'is_complete': True, 'script_language': 'Punjabi', 'vocal_language': 'Punjabi'}",True,,False,,,disabled,False,True,,False,True,True,False,True,False,True,True,,,passed,no_action,
soil_question_1_hindi,"मेरी मिट्टी की जांच में नाइट्रोजन 120, फास्फोरस 40, पोटाश 30 और कार्बनिक कार्बन 0.5% है। रूपनगर, पंजाब में धान के लिए उर्वरक की कितनी मात्रा चाहिए?",Hindi,Hindi,"gdb,upload_question_to_reviewer_system","gdb,upload_question_to_reviewer_system",200,success,0.0,Mock response for soil_question_1_hindi,,True,True,True,,False,"planner,execute_plan,assemble_answer_body,translate_answer",not_checked,True,node validation disabled because trace node capture is unreliable,Nutrient Management,,"{'soil': False, 'state': 'Punjab', 'crop': 'Paddy', 'is_complete': True, 'script_language': 'Hindi', 'vocal_language': 'Hindi'}","{'soil': False, 'state': 'Punjab', 'crop': 'Paddy', 'is_complete': True, 'script_language': 'Hindi', 'vocal_language': 'Hindi'}",True,,False,,,disabled,True,False,GDB response missing source attribution,False,True,True,False,True,False,True,True,,,passed,no_action,
soil_question_1_tamil,"என் மண் பரிசோதனையில் நைட்ரஜன் 120, பாஸ்பரஸ் 40, பொட்டாசியம் 30 மற்றும் கரிம கார்பன் 0.5% உள்ளது. பஞ்சாப் மாநிலம் ரூப்நகரில் நெல் பயிருக்கு எவ்வளவு உரம் தேவை?",Tamil,Tamil,"gdb,upload_question_to_reviewer_system","gdb,upload_question_to_reviewer_system",200,success,0.0,Mock response for soil_question_1_tamil,,True,True,True,,False,"planner,execute_plan,assemble_answer_body,translate_answer",not_checked,True,node validation disabled because trace node capture is unreliable,Nutrient Management,,"{'soil': False, 'state': 'Punjab', 'crop': 'Paddy', 'is_complete': True, 'script_language': 'Tamil', 'vocal_language': 'Tamil'}","{'soil': False, 'state': 'Punjab', 'crop': 'Paddy', 'is_complete': True, 'script_language': 'Tamil', 'vocal_language': 'Tamil'}",True,,False,,,disabled,True,False,GDB response missing source attribution,False,True,True,False,True,False,True,True,,,passed,no_action,
soil_question_1_telugu,"నా నేల పరీక్షలో నైట్రోజన్ 120, ఫాస్ఫరస్ 40, పొటాషియం 30 మరియు సేంద్రీయ కార్బన్ 0.5% ఉన్నాయి. పంజాబ్‌లోని రూప్‌నగర్‌లో వరి పంటకు ఎంత ఎరువు అవసరం?",Telugu,Telugu,"gdb,upload_question_to_reviewer_system","gdb,upload_question_to_reviewer_system",200,success,0.0,Mock response for soil_question_1_telugu,,True,True,True,,False,"planner,execute_plan,assemble_answer_body,translate_answer",not_checked,True,node validation disabled because trace node capture is unreliable,Nutrient Management,,"{'soil': False, 'state': 'Punjab', 'crop': 'Paddy', 'is_complete': True, 'script_language': 'Telugu', 'vocal_language': 'Telugu'}","{'soil': False, 'state': 'Punjab', 'crop': 'Paddy', 'is_complete': True, 'script_language': 'Telugu', 'vocal_language': 'Telugu'}",True,,False,,,disabled,True,False,GDB response missing source attribution,False,True,True,False,True,False,True,True,,,passed,no_action,
soil_question_1_kannada,"ನನ್ನ ಮಣ್ಣಿನ ಪರೀಕ್ಷೆಯಲ್ಲಿ ನೈಟ್ರೋಜನ್ 120, ಫಾಸ್ಫರಸ್ 40, ಪೊಟ್ಯಾಸಿಯಂ 30 ಮತ್ತು ಜೈವಿಕ ಕಾರ್ಬನ್ 0.5% ಇದೆ. ಪಂಜಾಬಿನ ರೂಪನಗರದಲ್ಲಿ ಭತ್ತಕ್ಕೆ ಎಷ್ಟು ರಸಗೊಬ್ಬರ ಬೇಕು?",Kannada,Kannada,"gdb,upload_question_to_reviewer_system","gdb,upload_question_to_reviewer_system",200,success,0.0,Mock response for soil_question_1_kannada,,True,True,True,,False,"planner,execute_plan,assemble_answer_body,translate_answer",not_checked,True,node validation disabled because trace node capture is unreliable,Nutrient Management,,"{'soil': False, 'state': 'Punjab', 'crop': 'Paddy', 'is_complete': True, 'script_language': 'Kannada', 'vocal_language': 'Kannada'}","{'soil': False, 'state': 'Punjab', 'crop': 'Paddy', 'is_complete': True, 'script_language': 'Kannada', 'vocal_language': 'Kannada'}",True,,False,,,disabled,True,False,GDB response missing source attribution,False,True,True,False,True,False,True,True,,,passed,no_action,
soil_question_1_punjabi,"ਮੇਰੀ ਮਿੱਟੀ ਦੀ ਜਾਂਚ ਵਿੱਚ ਨਾਈਟ੍ਰੋਜਨ 120, ਫਾਸਫੋਰਸ 40, ਪੋਟਾਸ਼ 30 ਅਤੇ ਜੈਵਿਕ ਕਾਰਬਨ 0.5% ਹੈ। ਪੰਜਾਬ ਦੇ ਰੂਪਨਗਰ ਵਿੱਚ ਧਾਨ ਲਈ ਖਾਦ ਦੀ ਸਿਫਾਰਸ਼ ਕੀ ਹੈ?",Punjabi,Punjabi,"gdb,upload_question_to_reviewer_system","gdb,upload_question_to_reviewer_system",200,success,0.0,Mock response for soil_question_1_punjabi,,True,True,True,,False,"planner,execute_plan,assemble_answer_body,translate_answer",not_checked,True,node validation disabled because trace node capture is unreliable,Nutrient Management,,"{'soil': False, 'state': 'Punjab', 'crop': 'Paddy', 'is_complete': True, 'script_language': 'Punjabi', 'vocal_language': 'Punjabi'}","{'soil': False, 'state': 'Punjab', 'crop': 'Paddy', 'is_complete': True, 'script_language': 'Punjabi', 'vocal_language': 'Punjabi'}",True,,False,,,disabled,True,False,GDB response missing source attribution,False,True,True,False,True,False,True,True,,,passed,no_action,
scheme_question_1_hindi,मैं राजस्थान के जयपुर का 35 वर्षीय पुरुष किसान हूँ। ड्रिप सिंचाई के लिए सब्सिडी कैसे प्राप्त करूँ?,Hindi,Hindi,"schemes,upload_question_to_reviewer_system","schemes,upload_question_to_reviewer_system",200,success,0.0,Mock response for scheme_question_1_hindi,,True,True,True,,False,"planner,execute_plan,assemble_answer_body,translate_answer",not_checked,True,node validation disabled because trace node capture is unreliable,Government Schemes,,"{'schemes': True, 'state': 'Rajasthan', 'crop': 'all', 'is_complete': True, 'script_language': 'Hindi', 'vocal_language': 'Hindi'}","{'schemes': True, 'state': 'Rajasthan', 'crop': 'all', 'is_complete': True, 'script_language': 'Hindi', 'vocal_language': 'Hindi'}",True,,False,,,disabled,False,True,,False,True,True,False,True,False,True,True,,,passed,no_action,
scheme_question_1_tamil,நான் ராஜஸ்தானின் ஜெய்ப்பூரைச் சேர்ந்த 35 வயது ஆண் விவசாயி. சொட்டு நீர்ப்பாசனத்திற்கு மானியம் எப்படி பெறுவது?,Tamil,Tamil,"schemes,upload_question_to_reviewer_system","schemes,upload_question_to_reviewer_system",200,success,0.0,Mock response for scheme_question_1_tamil,,True,True,True,,False,"planner,execute_plan,assemble_answer_body,translate_answer",not_checked,True,node validation disabled because trace node capture is unreliable,Government Schemes,,"{'schemes': True, 'state': 'Rajasthan', 'crop': 'all', 'is_complete': True, 'script_language': 'Tamil', 'vocal_language': 'Tamil'}","{'schemes': True, 'state': 'Rajasthan', 'crop': 'all', 'is_complete': True, 'script_language': 'Tamil', 'vocal_language': 'Tamil'}",True,,False,,,disabled,False,True,,False,True,True,False,True,False,True,True,,,passed,no_action,
scheme_question_1_telugu,నేను రాజస్థాన్‌లోని జైపూర్‌కు చెందిన 35 ఏళ్ల పురుష రైతును. డ్రిప్ సాగుకు సబ్సిడీ ఎలా పొందాలి?,Telugu,Telugu,"schemes,upload_question_to_reviewer_system","schemes,upload_question_to_reviewer_system",200,success,0.0,Mock response for scheme_question_1_telugu,,True,True,True,,False,"planner,execute_plan,assemble_answer_body,translate_answer",not_checked,True,node validation disabled because trace node capture is unreliable,Government Schemes,,"{'schemes': True, 'state': 'Rajasthan', 'crop': 'all', 'is_complete': True, 'script_language': 'Telugu', 'vocal_language': 'Telugu'}","{'schemes': True, 'state': 'Rajasthan', 'crop': 'all', 'is_complete': True, 'script_language': 'Telugu', 'vocal_language': 'Telugu'}",True,,False,,,disabled,False,True,,False,True,True,False,True,False,True,True,,,passed,no_action,
scheme_question_1_kannada,ನಾನು ರಾಜಸ್ಥಾನದ ಜೈಪುರದ 35 ವರ್ಷದ ಪುರುಷ ರೈತನು. ಡ್ರಿಪ್ ನೀರಾವರಿಗೆ ಸಬ್ಸಿಡಿ ಹೇಗೆ ಪಡೆಯುವುದು?,Kannada,Kannada,"schemes,upload_question_to_reviewer_system","schemes,upload_question_to_reviewer_system",200,success,0.0,Mock response for scheme_question_1_kannada,,True,True,True,,False,"planner,execute_plan,assemble_answer_body,translate_answer",not_checked,True,node validation disabled because trace node capture is unreliable,Government Schemes,,"{'schemes': True, 'state': 'Rajasthan', 'crop': 'all', 'is_complete': True, 'script_language': 'Kannada', 'vocal_language': 'Kannada'}","{'schemes': True, 'state': 'Rajasthan', 'crop': 'all', 'is_complete': True, 'script_language': 'Kannada', 'vocal_language': 'Kannada'}",True,,False,,,disabled,False,True,,False,True,True,False,True,False,True,True,,,passed,no_action,
scheme_question_1_punjabi,ਮੈਂ ਰਾਜਸਥਾਨ ਦੇ ਜੈਪੁਰ ਦਾ 35 ਸਾਲਾ ਕਿਸਾਨ ਹਾਂ। ਡ੍ਰਿਪ ਸਿੰਚਾਈ ਲਈ ਸਬਸਿਡੀ ਕਿਵੇਂ ਲਵਾਂ?,Punjabi,Punjabi,"schemes,upload_question_to_reviewer_system","schemes,upload_question_to_reviewer_system",200,success,0.0,Mock response for scheme_question_1_punjabi,,True,True,True,,False,"planner,execute_plan,assemble_answer_body,translate_answer",not_checked,True,node validation disabled because trace node capture is unreliable,Government Schemes,,"{'schemes': True, 'state': 'Rajasthan', 'crop': 'all', 'is_complete': True, 'script_language': 'Punjabi', 'vocal_language': 'Punjabi'}","{'schemes': True, 'state': 'Rajasthan', 'crop': 'all', 'is_complete': True, 'script_language': 'Punjabi', 'vocal_language': 'Punjabi'}",True,,False,,,disabled,False,True,,False,True,True,False,True,False,True,True,,,passed,no_action,
scheme_question_2_hindi,मैं महाराष्ट्र के नासिक की 42 वर्षीय महिला किसान हूँ। ड्रिप सिंचाई उपकरण खरीदने के लिए कौन-सी सरकारी योजनाएँ उपलब्ध हैं?,Hindi,Hindi,"schemes,upload_question_to_reviewer_system","schemes,upload_question_to_reviewer_system",200,success,0.0,Mock response for scheme_question_2_hindi,,True,True,True,,False,"planner,execute_plan,assemble_answer_body,translate_answer",not_checked,True,node validation disabled because trace node capture is unreliable,Government Schemes,,"{'schemes': True, 'state': 'Maharashtra', 'crop': 'all', 'is_complete': True, 'script_language': 'Hindi', 'vocal_language': 'Hindi'}","{'schemes': True, 'state': 'Maharashtra', 'crop': 'all', 'is_complete': True, 'script_language': 'Hindi', 'vocal_language': 'Hindi'}",True,,False,,,disabled,False,True,,False,True,True,False,True,False,True,True,,,passed,no_action,
scheme_question_2_tamil,நான் மகாராஷ்டிராவின் நாசிக்கில் வசிக்கும் 42 வயது பெண் விவசாயி. சொட்டு நீர்ப்பாசன உபகரணங்கள் வாங்க எந்த அரசு திட்டங்கள் உதவும்?,Tamil,Tamil,"schemes,upload_question_to_reviewer_system","schemes,upload_question_to_reviewer_system",200,success,0.0,Mock response for scheme_question_2_tamil,,True,True,True,,False,"planner,execute_plan,assemble_answer_body,translate_answer",not_checked,True,node validation disabled because trace node capture is unreliable,Government Schemes,,"{'schemes': True, 'state': 'Maharashtra', 'crop': 'all', 'is_complete': True, 'script_language': 'Tamil', 'vocal_language': 'Tamil'}","{'schemes': True, 'state': 'Maharashtra', 'crop': 'all', 'is_complete': True, 'script_language': 'Tamil', 'vocal_language': 'Tamil'}",True,,False,,,disabled,False,True,,False,True,True,False,True,False,True,True,,,passed,no_action,
scheme_question_2_telugu,నేను మహారాష్ట్రలోని నాసిక్‌కు చెందిన 42 ఏళ్ల మహిళా రైతును. డ్రిప్ సాగు పరికరాలు కొనడానికి ఏ ప్రభుత్వ పథకాలు సహాయపడతాయి?,Telugu,Telugu,"schemes,upload_question_to_reviewer_system","schemes,upload_question_to_reviewer_system",200,success,0.0,Mock response for scheme_question_2_telugu,,True,True,True,,False,"planner,execute_plan,assemble_answer_body,translate_answer",not_checked,True,node validation disabled because trace node capture is unreliable,Government Schemes,,"{'schemes': True, 'state': 'Maharashtra', 'crop': 'all', 'is_complete': True, 'script_language': 'Telugu', 'vocal_language': 'Telugu'}","{'schemes': True, 'state': 'Maharashtra', 'crop': 'all', 'is_complete': True, 'script_language': 'Telugu', 'vocal_language': 'Telugu'}",True,,False,,,disabled,False,True,,False,True,True,False,True,False,True,True,,,passed,no_action,
scheme_question_2_kannada,ನಾನು ಮಹಾರಾಷ್ಟ್ರದ ನಾಸಿಕ್‌ನ 42 ವರ್ಷದ ಮಹಿಳಾ ರೈತಳು. ಡ್ರಿಪ್ ನೀರಾವರಿ ಸಾಧನಗಳನ್ನು ಖರೀದಿಸಲು ಯಾವ ಸರ್ಕಾರಿ ಯೋಜನೆಗಳು ಸಹಾಯ ಮಾಡುತ್ತವೆ?,Kannada,Kannada,"schemes,upload_question_to_reviewer_system","schemes,upload_question_to_reviewer_system",200,success,0.0,Mock response for scheme_question_2_kannada,,True,True,True,,False,"planner,execute_plan,assemble_answer_body,translate_answer",not_checked,True,node validation disabled because trace node capture is unreliable,Government Schemes,,"{'schemes': True, 'state': 'Maharashtra', 'crop': 'all', 'is_complete': True, 'script_language': 'Kannada', 'vocal_language': 'Kannada'}","{'schemes': True, 'state': 'Maharashtra', 'crop': 'all', 'is_complete': True, 'script_language': 'Kannada', 'vocal_language': 'Kannada'}",True,,False,,,disabled,False,True,,False,True,True,False,True,False,True,True,,,passed,no_action,
scheme_question_2_punjabi,ਮੈਂ ਮਹਾਰਾਸ਼ਟਰ ਦੇ ਨਾਸਿਕ ਦੀ 42 ਸਾਲਾ ਮਹਿਲਾ ਕਿਸਾਨ ਹਾਂ। ਡ੍ਰਿਪ ਸਿੰਚਾਈ ਦੇ ਸਾਜ਼ੋ-ਸਾਮਾਨ ਖਰੀਦਣ ਲਈ ਕਿਹੜੀਆਂ ਸਰਕਾਰੀ ਯੋਜਨਾਵਾਂ ਮਦਦ ਕਰ ਸਕਦੀਆਂ ਹਨ?,Punjabi,Punjabi,"schemes,upload_question_to_reviewer_system","schemes,upload_question_to_reviewer_system",200,success,0.0,Mock response for scheme_question_2_punjabi,,True,True,True,,False,"planner,execute_plan,assemble_answer_body,translate_answer",not_checked,True,node validation disabled because trace node capture is unreliable,Government Schemes,,"{'schemes': True, 'state': 'Maharashtra', 'crop': 'all', 'is_complete': True, 'script_language': 'Punjabi', 'vocal_language': 'Punjabi'}","{'schemes': True, 'state': 'Maharashtra', 'crop': 'all', 'is_complete': True, 'script_language': 'Punjabi', 'vocal_language': 'Punjabi'}",True,,False,,,disabled,False,True,,False,True,True,False,True,False,True,True,,,passed,no_action,
gdb_question_1_hindi,पंजाब में धान की खेती कैसे करें?,Hindi,Hindi,"gdb,upload_question_to_reviewer_system","gdb,upload_question_to_reviewer_system",200,success,0.0,Mock response for gdb_question_1_hindi,,True,True,True,,False,"planner,execute_plan,retrieval_sanitizer,assemble_answer_body,translate_answer",not_checked,True,node validation disabled because trace node capture is unreliable,Cultural Practices,,"{'knowledge_base': True, 'state': 'Punjab', 'crop': 'Paddy', 'is_complete': True, 'script_language': 'Hindi', 'vocal_language': 'Hindi'}","{'knowledge_base': True, 'state': 'Punjab', 'crop': 'Paddy', 'is_complete': True, 'script_language': 'Hindi', 'vocal_language': 'Hindi'}",True,,False,,,disabled,True,False,GDB response missing source attribution,False,True,True,False,True,False,True,True,,,passed,no_action,
gdb_question_1_tamil,பஞ்சாபில் நெல் சாகுபடி செய்வது எப்படி?,Tamil,Tamil,"gdb,upload_question_to_reviewer_system","gdb,upload_question_to_reviewer_system",200,success,0.0,Mock response for gdb_question_1_tamil,,True,True,True,,False,"planner,execute_plan,retrieval_sanitizer,assemble_answer_body,translate_answer",not_checked,True,node validation disabled because trace node capture is unreliable,Cultural Practices,,"{'knowledge_base': True, 'state': 'Punjab', 'crop': 'Paddy', 'is_complete': True, 'script_language': 'Tamil', 'vocal_language': 'Tamil'}","{'knowledge_base': True, 'state': 'Punjab', 'crop': 'Paddy', 'is_complete': True, 'script_language': 'Tamil', 'vocal_language': 'Tamil'}",True,,False,,,disabled,True,False,GDB response missing source attribution,False,True,True,False,True,False,True,True,,,passed,no_action,
gdb_question_1_telugu,పంజాబ్‌లో వరి సాగు ఎలా చేయాలి?,Telugu,Telugu,"gdb,upload_question_to_reviewer_system","gdb,upload_question_to_reviewer_system",200,success,0.0,Mock response for gdb_question_1_telugu,,True,True,True,,False,"planner,execute_plan,retrieval_sanitizer,assemble_answer_body,translate_answer",not_checked,True,node validation disabled because trace node capture is unreliable,Cultural Practices,,"{'knowledge_base': True, 'state': 'Punjab', 'crop': 'Paddy', 'is_complete': True, 'script_language': 'Telugu', 'vocal_language': 'Telugu'}","{'knowledge_base': True, 'state': 'Punjab', 'crop': 'Paddy', 'is_complete': True, 'script_language': 'Telugu', 'vocal_language': 'Telugu'}",True,,False,,,disabled,True,False,GDB response missing source attribution,False,True,True,False,True,False,True,True,,,passed,no_action,
gdb_question_1_kannada,ಪಂಜಾಬಿನಲ್ಲಿ ಭತ್ತದ ಬೆಳೆ ಬೆಳೆಸುವುದು ಹೇಗೆ?,Kannada,Kannada,"gdb,upload_question_to_reviewer_system","gdb,upload_question_to_reviewer_system",200,success,0.0,Mock response for gdb_question_1_kannada,,True,True,True,,False,"planner,execute_plan,retrieval_sanitizer,assemble_answer_body,translate_answer",not_checked,True,node validation disabled because trace node capture is unreliable,Cultural Practices,,"{'knowledge_base': True, 'state': 'Punjab', 'crop': 'Paddy', 'is_complete': True, 'script_language': 'Kannada', 'vocal_language': 'Kannada'}","{'knowledge_base': True, 'state': 'Punjab', 'crop': 'Paddy', 'is_complete': True, 'script_language': 'Kannada', 'vocal_language': 'Kannada'}",True,,False,,,disabled,True,False,GDB response missing source attribution,False,True,True,False,True,False,True,True,,,passed,no_action,
gdb_question_1_punjabi,ਪੰਜਾਬ ਵਿੱਚ ਧਾਨ ਦੀ ਖੇਤੀ ਕਿਵੇਂ ਕਰੀਏ?,Punjabi,Punjabi,"gdb,upload_question_to_reviewer_system","gdb,upload_question_to_reviewer_system",200,success,0.0,Mock response for gdb_question_1_punjabi,,True,True,True,,False,"planner,execute_plan,retrieval_sanitizer,assemble_answer_body,translate_answer",not_checked,True,node validation disabled because trace node capture is unreliable,Cultural Practices,,"{'knowledge_base': True, 'state': 'Punjab', 'crop': 'Paddy', 'is_complete': True, 'script_language': 'Punjabi', 'vocal_language': 'Punjabi'}","{'knowledge_base': True, 'state': 'Punjab', 'crop': 'Paddy', 'is_complete': True, 'script_language': 'Punjabi', 'vocal_language': 'Punjabi'}",True,,False,,,disabled,True,False,GDB response missing source attribution,False,True,True,False,True,False,True,True,,,passed,no_action,
mandya_paddy_price_hindi,मंड्या मंडी में धान का भाव क्या है?,Hindi,Hindi,"mandi,upload_question_to_reviewer_system","mandi,upload_question_to_reviewer_system",200,success,0.0,Mock response for mandya_paddy_price_hindi,,True,True,True,,False,,not_checked,True,node validation disabled because trace node capture is unreliable,Market,,"{'mandi': True, 'weather': False, 'soil': False, 'schemes': False, 'script_language': 'Hindi', 'vocal_language': 'Hindi'}","{'mandi': True, 'weather': False, 'soil': False, 'schemes': False, 'script_language': 'Hindi', 'vocal_language': 'Hindi'}",True,,False,,,disabled,False,True,,False,True,True,False,True,False,True,True,,,passed,no_action,
mandya_paddy_price_tamil,மண்டியா மண்டியில் நெல் விலை என்ன?,Tamil,Tamil,"mandi,upload_question_to_reviewer_system","mandi,upload_question_to_reviewer_system",200,success,0.0,Mock response for mandya_paddy_price_tamil,,True,True,True,,False,,not_checked,True,node validation disabled because trace node capture is unreliable,Market,,"{'mandi': True, 'weather': False, 'soil': False, 'schemes': False, 'script_language': 'Tamil', 'vocal_language': 'Tamil'}","{'mandi': True, 'weather': False, 'soil': False, 'schemes': False, 'script_language': 'Tamil', 'vocal_language': 'Tamil'}",True,,False,,,disabled,False,True,,False,True,True,False,True,False,True,True,,,passed,no_action,
mandya_paddy_price_telugu,మండ్యా మండిలో వరి ధర ఎంత?,Telugu,Telugu,"mandi,upload_question_to_reviewer_system","mandi,upload_question_to_reviewer_system",200,success,0.0,Mock response for mandya_paddy_price_telugu,,True,True,True,,False,,not_checked,True,node validation disabled because trace node capture is unreliable,Market,,"{'mandi': True, 'weather': False, 'soil': False, 'schemes': False, 'script_language': 'Telugu', 'vocal_language': 'Telugu'}","{'mandi': True, 'weather': False, 'soil': False, 'schemes': False, 'script_language': 'Telugu', 'vocal_language': 'Telugu'}",True,,False,,,disabled,False,True,,False,True,True,False,True,False,True,True,,,passed,no_action,
mandya_paddy_price_kannada,ಮಂಡ್ಯಾ ಮಂಡಿಯಲ್ಲಿ ಭತ್ತದ ಬೆಲೆ ಎಷ್ಟು?,Kannada,Kannada,"mandi,upload_question_to_reviewer_system","mandi,upload_question_to_reviewer_system",200,success,0.0,Mock response for mandya_paddy_price_kannada,,True,True,True,,False,,not_checked,True,node validation disabled because trace node capture is unreliable,Market,,"{'mandi': True, 'weather': False, 'soil': False, 'schemes': False, 'script_language': 'Kannada', 'vocal_language': 'Kannada'}","{'mandi': True, 'weather': False, 'soil': False, 'schemes': False, 'script_language': 'Kannada', 'vocal_language': 'Kannada'}",True,,False,,,disabled,False,True,,False,True,True,False,True,False,True,True,,,passed,no_action,
mandya_paddy_price_punjabi,ਮੰਡਿਆ ਮੰਡੀ ਵਿੱਚ ਧਾਨ ਦਾ ਭਾਅ ਕੀ ਹੈ?,Punjabi,Punjabi,"mandi,upload_question_to_reviewer_system","mandi,upload_question_to_reviewer_system",200,success,0.0,Mock response for mandya_paddy_price_punjabi,,True,True,True,,False,,not_checked,True,node validation disabled because trace node capture is unreliable,Market,,"{'mandi': True, 'weather': False, 'soil': False, 'schemes': False, 'script_language': 'Punjabi', 'vocal_language': 'Punjabi'}","{'mandi': True, 'weather': False, 'soil': False, 'schemes': False, 'script_language': 'Punjabi', 'vocal_language': 'Punjabi'}",True,,False,,,disabled,False,True,,False,True,True,False,True,False,True,True,,,passed,no_action,
