case_id,scenario_id,language_code,domain,query,expected_vocal,expected_script,stable,translation_review_status,translation_reviewer,status,http_status,graph_status,latency_seconds,error,routing_pass,plan_pass,plan_reason,language_pass,language_reason,testing_disclaimer_present,testing_disclaimer_at_bottom,two_hr_disclaimer_present,disclaimer_pass,disclaimer_reason,lang_switch_detected,lang_switch_reason,terminology_pass,terminology_reason,source_attribution_pass,source_attribution_reason,response_text
ML-S07-HI,S07,HI,Seeds,What is the seed treatment procedure for mustard in Rajasthan?,Hindi,Devanagari,True,pending,,FAIL,200,success,0.01,,True,True,,True,,True,True,False,False,2-hour disclaimer missing,False,,True,,False,GDB response missing source attribution,"यह एक परीक्षण उत्तर है। [MOCK RESPONSE for ML-S07-HI] Domain: Seeds. Query language: Hindi. [Mock agri content covers: mustard, seed treatment, fungicide]
⚠️ महत्वपूर्ण सूचना (परीक्षण) ⚠️

यह AjraSakha एप्लिकेशन विकास के अधीन है और केवल परीक्षण और सत्यापन के लिए है।
सलाहें प्रयोगात्मक हैं और वर्तमान"
ML-S07-KN,S07,KN,Seeds,What is the seed treatment procedure for mustard in Rajasthan?,Kannada,Kannada,True,pending,,FAIL,200,success,0.01,,True,True,,True,,True,True,False,False,2-hour disclaimer missing,False,,True,,False,GDB response missing source attribution,"ಇದು ಒಂದು ಪರೀಕ್ಷಾ ಉತ್ತರ. [MOCK RESPONSE for ML-S07-KN] Domain: Seeds. Query language: Kannada. [Mock agri content covers: mustard, seed treatment, fungicide]
⚠️ ಮಹತ್ವದ ಸೂಚನೆ (ಪರೀಕ್ಷಾ ಹಂತ) ⚠️

ಈ AjraSakha ಅಪ್ಲಿಕೇಶನ್ ಅಭಿವೃದ್ಧಿ ಹಂತದಲ್ಲಿದ್ದು, ಕೇವಲ ಪರೀಕ್ಷೆ ಮತ್ತು ಮೌಲ್ಯಮಾಪನಕ್ಕಾಗಿ ಮಾತ್ರ ಉದ್ದೇಶಿಸಲಾಗಿದೆ.
ಸಲಹೆಗ"
ML-S07-TA,S07,TA,Seeds,What is the seed treatment procedure for mustard in Rajasthan?,Tamil,Tamil,True,pending,,FAIL,200,success,0.01,,True,True,,True,,True,True,False,False,2-hour disclaimer missing,False,,True,,False,GDB response missing source attribution,"இது ஒரு சோதனை பதில். [MOCK RESPONSE for ML-S07-TA] Domain: Seeds. Query language: Tamil. [Mock agri content covers: mustard, seed treatment, fungicide]
⚠️ முக்கியமான அறிவிப்பு (சோதனை) ⚠️

இந்த AjraSakha பயன்பாடு மேம்பாட்டில் உள்ளது மற்றும் சோதனை மற்றும் சரிபார்ப்புக்காக மட்டுமே நோக்கப்பட்டுள்ளது.
ஆல"
ML-S07-PA,S07,PA,Seeds,What is the seed treatment procedure for mustard in Rajasthan?,Punjabi,Gurmukhi,True,pending,,FAIL,200,success,0.01,,True,True,,True,,True,True,False,False,2-hour disclaimer missing,False,,True,,False,GDB response missing source attribution,"ਇਹ ਇੱਕ ਟੈਸਟ ਜਵਾਬ ਹੈ। [MOCK RESPONSE for ML-S07-PA] Domain: Seeds. Query language: Punjabi. [Mock agri content covers: mustard, seed treatment, fungicide]
⚠️ ਮਹੱਤਵਪੂਰਨ ਸੂਚਨਾ (ਟੈਸਟਿੰਗ) ⚠️

ਇਹ AjraSakha ਐਪਲੀਕੇਸ਼ਨ ਵਿਕਾਸ ਅਧੀਨ ਹੈ ਅਤੇ ਸਿਰਫ਼ ਟੈਸਟਿੰਗ ਅਤੇ ਪ੍ਰਮਾਣਿਕਤਾ ਲਈ ਹੈ।
ਸਲਾਹਾਂ ਪ੍ਰਯੋਗਾਤਮਕ ਹਨ ਅਤੇ ਇਸ ਵੇਲੇ ਚੁਣ"
ML-S07-TE,S07,TE,Seeds,What is the seed treatment procedure for mustard in Rajasthan?,Telugu,Telugu,True,pending,,FAIL,200,success,0.01,,True,True,,True,,True,True,False,False,2-hour disclaimer missing,False,,True,,False,GDB response missing source attribution,"ఇది ఒక పరీక్ష సమాధానం. [MOCK RESPONSE for ML-S07-TE] Domain: Seeds. Query language: Telugu. [Mock agri content covers: mustard, seed treatment, fungicide]
⚠️ ముఖ్యమైన నోటీసు (పరీక్షా దశ) ⚠️

ఈ AjraSakha అప్లికేషన్ అభివృద్ధిలో ఉంది మరియు కేవలం పరీక్ష మరియు ధృవీకరణ కోసం మాత్రమే ఉద్దేశించబడింది.
సలహాలు"
ML-S08-EN,S08,EN,Post Harvest Preservation,How do I store mangoes after harvest to keep them fresh longer?,English,English,True,pending,,FAIL,200,success,0.01,,True,True,,True,,True,True,False,False,2-hour disclaimer missing,False,,True,,False,GDB response missing source attribution,"[MOCK RESPONSE for ML-S08-EN] Domain: Post Harvest Preservation. Query language: English. [Mock agri content covers: mango, storage, post-harvest]
⚠️ Important Notice (Testing) ⚠️

This AjraSakha application is under development and intended only for testing and validation.
Advisories are experiment"
ML-S08-HI,S08,HI,Post Harvest Preservation,How do I store mangoes after harvest to keep them fresh longer?,Hindi,Devanagari,True,pending,,FAIL,200,success,0.01,,True,True,,True,,True,True,False,False,2-hour disclaimer missing,False,,True,,False,GDB response missing source attribution,"यह एक परीक्षण उत्तर है। [MOCK RESPONSE for ML-S08-HI] Domain: Post Harvest Preservation. Query language: Hindi. [Mock agri content covers: mango, storage, post-harvest]
⚠️ महत्वपूर्ण सूचना (परीक्षण) ⚠️

यह AjraSakha एप्लिकेशन विकास के अधीन है और केवल परीक्षण और सत्यापन के लिए है।
सलाहें प्रयोगात्मक "
ML-S08-KN,S08,KN,Post Harvest Preservation,How do I store mangoes after harvest to keep them fresh longer?,Kannada,Kannada,True,pending,,FAIL,200,success,0.01,,True,True,,True,,True,True,False,False,2-hour disclaimer missing,False,,True,,False,GDB response missing source attribution,"ಇದು ಒಂದು ಪರೀಕ್ಷಾ ಉತ್ತರ. [MOCK RESPONSE for ML-S08-KN] Domain: Post Harvest Preservation. Query language: Kannada. [Mock agri content covers: mango, storage, post-harvest]
⚠️ ಮಹತ್ವದ ಸೂಚನೆ (ಪರೀಕ್ಷಾ ಹಂತ) ⚠️

ಈ AjraSakha ಅಪ್ಲಿಕೇಶನ್ ಅಭಿವೃದ್ಧಿ ಹಂತದಲ್ಲಿದ್ದು, ಕೇವಲ ಪರೀಕ್ಷೆ ಮತ್ತು ಮೌಲ್ಯಮಾಪನಕ್ಕಾಗಿ ಮಾತ್ರ ಉದ್ದೇಶಿ"
ML-S08-TA,S08,TA,Post Harvest Preservation,How do I store mangoes after harvest to keep them fresh longer?,Tamil,Tamil,True,pending,,FAIL,200,success,0.01,,True,True,,True,,True,True,False,False,2-hour disclaimer missing,False,,True,,False,GDB response missing source attribution,"இது ஒரு சோதனை பதில். [MOCK RESPONSE for ML-S08-TA] Domain: Post Harvest Preservation. Query language: Tamil. [Mock agri content covers: mango, storage, post-harvest]
⚠️ முக்கியமான அறிவிப்பு (சோதனை) ⚠️

இந்த AjraSakha பயன்பாடு மேம்பாட்டில் உள்ளது மற்றும் சோதனை மற்றும் சரிபார்ப்புக்காக மட்டுமே நோக்கப்"
ML-S08-PA,S08,PA,Post Harvest Preservation,How do I store mangoes after harvest to keep them fresh longer?,Punjabi,Gurmukhi,True,pending,,FAIL,200,success,0.01,,True,True,,True,,True,True,False,False,2-hour disclaimer missing,False,,True,,False,GDB response missing source attribution,"ਇਹ ਇੱਕ ਟੈਸਟ ਜਵਾਬ ਹੈ। [MOCK RESPONSE for ML-S08-PA] Domain: Post Harvest Preservation. Query language: Punjabi. [Mock agri content covers: mango, storage, post-harvest]
⚠️ ਮਹੱਤਵਪੂਰਨ ਸੂਚਨਾ (ਟੈਸਟਿੰਗ) ⚠️

ਇਹ AjraSakha ਐਪਲੀਕੇਸ਼ਨ ਵਿਕਾਸ ਅਧੀਨ ਹੈ ਅਤੇ ਸਿਰਫ਼ ਟੈਸਟਿੰਗ ਅਤੇ ਪ੍ਰਮਾਣਿਕਤਾ ਲਈ ਹੈ।
ਸਲਾਹਾਂ ਪ੍ਰਯੋਗਾਤਮਕ ਹਨ ਅ"
ML-S08-TE,S08,TE,Post Harvest Preservation,How do I store mangoes after harvest to keep them fresh longer?,Telugu,Telugu,True,pending,,FAIL,200,success,0.01,,True,True,,True,,True,True,False,False,2-hour disclaimer missing,False,,True,,False,GDB response missing source attribution,"ఇది ఒక పరీక్ష సమాధానం. [MOCK RESPONSE for ML-S08-TE] Domain: Post Harvest Preservation. Query language: Telugu. [Mock agri content covers: mango, storage, post-harvest]
⚠️ ముఖ్యమైన నోటీసు (పరీక్షా దశ) ⚠️

ఈ AjraSakha అప్లికేషన్ అభివృద్ధిలో ఉంది మరియు కేవలం పరీక్ష మరియు ధృవీకరణ కోసం మాత్రమే ఉద్దేశించ"
ML-S09-EN,S09,EN,Field Preparation,How should I prepare the field before planting banana in Tamil Nadu?,English,English,True,pending,,FAIL,200,success,0.01,,True,True,,True,,True,True,False,False,2-hour disclaimer missing,False,,True,,False,GDB response missing source attribution,"[MOCK RESPONSE for ML-S09-EN] Domain: Field Preparation. Query language: English. [Mock agri content covers: banana, field preparation, ploughing]
⚠️ Important Notice (Testing) ⚠️

This AjraSakha application is under development and intended only for testing and validation.
Advisories are experiment"
ML-S09-HI,S09,HI,Field Preparation,How should I prepare the field before planting banana in Tamil Nadu?,Hindi,Devanagari,True,pending,,FAIL,200,success,0.01,,True,True,,True,,True,True,False,False,2-hour disclaimer missing,False,,True,,False,GDB response missing source attribution,"यह एक परीक्षण उत्तर है। [MOCK RESPONSE for ML-S09-HI] Domain: Field Preparation. Query language: Hindi. [Mock agri content covers: banana, field preparation, ploughing]
⚠️ महत्वपूर्ण सूचना (परीक्षण) ⚠️

यह AjraSakha एप्लिकेशन विकास के अधीन है और केवल परीक्षण और सत्यापन के लिए है।
सलाहें प्रयोगात्मक "
ML-S09-KN,S09,KN,Field Preparation,How should I prepare the field before planting banana in Tamil Nadu?,Kannada,Kannada,True,pending,,FAIL,200,success,0.01,,True,True,,True,,True,True,False,False,2-hour disclaimer missing,False,,True,,False,GDB response missing source attribution,"ಇದು ಒಂದು ಪರೀಕ್ಷಾ ಉತ್ತರ. [MOCK RESPONSE for ML-S09-KN] Domain: Field Preparation. Query language: Kannada. [Mock agri content covers: banana, field preparation, ploughing]
⚠️ ಮಹತ್ವದ ಸೂಚನೆ (ಪರೀಕ್ಷಾ ಹಂತ) ⚠️

ಈ AjraSakha ಅಪ್ಲಿಕೇಶನ್ ಅಭಿವೃದ್ಧಿ ಹಂತದಲ್ಲಿದ್ದು, ಕೇವಲ ಪರೀಕ್ಷೆ ಮತ್ತು ಮೌಲ್ಯಮಾಪನಕ್ಕಾಗಿ ಮಾತ್ರ ಉದ್ದೇಶಿ"
ML-S09-TA,S09,TA,Field Preparation,How should I prepare the field before planting banana in Tamil Nadu?,Tamil,Tamil,True,pending,,FAIL,200,success,0.01,,True,True,,True,,True,True,False,False,2-hour disclaimer missing,False,,True,,False,GDB response missing source attribution,"இது ஒரு சோதனை பதில். [MOCK RESPONSE for ML-S09-TA] Domain: Field Preparation. Query language: Tamil. [Mock agri content covers: banana, field preparation, ploughing]
⚠️ முக்கியமான அறிவிப்பு (சோதனை) ⚠️

இந்த AjraSakha பயன்பாடு மேம்பாட்டில் உள்ளது மற்றும் சோதனை மற்றும் சரிபார்ப்புக்காக மட்டுமே நோக்கப்"
ML-S09-PA,S09,PA,Field Preparation,How should I prepare the field before planting banana in Tamil Nadu?,Punjabi,Gurmukhi,True,pending,,FAIL,200,success,0.01,,True,True,,True,,True,True,False,False,2-hour disclaimer missing,False,,True,,False,GDB response missing source attribution,"ਇਹ ਇੱਕ ਟੈਸਟ ਜਵਾਬ ਹੈ। [MOCK RESPONSE for ML-S09-PA] Domain: Field Preparation. Query language: Punjabi. [Mock agri content covers: banana, field preparation, ploughing]
⚠️ ਮਹੱਤਵਪੂਰਨ ਸੂਚਨਾ (ਟੈਸਟਿੰਗ) ⚠️

ਇਹ AjraSakha ਐਪਲੀਕੇਸ਼ਨ ਵਿਕਾਸ ਅਧੀਨ ਹੈ ਅਤੇ ਸਿਰਫ਼ ਟੈਸਟਿੰਗ ਅਤੇ ਪ੍ਰਮਾਣਿਕਤਾ ਲਈ ਹੈ।
ਸਲਾਹਾਂ ਪ੍ਰਯੋਗਾਤਮਕ ਹਨ ਅ"
ML-S09-TE,S09,TE,Field Preparation,How should I prepare the field before planting banana in Tamil Nadu?,Telugu,Telugu,True,pending,,FAIL,200,success,0.01,,True,True,,True,,True,True,False,False,2-hour disclaimer missing,False,,True,,False,GDB response missing source attribution,"ఇది ఒక పరీక్ష సమాధానం. [MOCK RESPONSE for ML-S09-TE] Domain: Field Preparation. Query language: Telugu. [Mock agri content covers: banana, field preparation, ploughing]
⚠️ ముఖ్యమైన నోటీసు (పరీక్షా దశ) ⚠️

ఈ AjraSakha అప్లికేషన్ అభివృద్ధిలో ఉంది మరియు కేవలం పరీక్ష మరియు ధృవీకరణ కోసం మాత్రమే ఉద్దేశించ"
ML-S10-EN,S10,EN,Weed Management,What are the best methods for weed control in maize in Madhya Pradesh?,English,English,True,pending,,FAIL,200,success,0.01,,True,True,,True,,True,True,False,False,2-hour disclaimer missing,False,,True,,False,GDB response missing source attribution,"[MOCK RESPONSE for ML-S10-EN] Domain: Weed Management. Query language: English. [Mock agri content covers: maize, weed, herbicide]
⚠️ Important Notice (Testing) ⚠️

This AjraSakha application is under development and intended only for testing and validation.
Advisories are experimental and currently"
ML-S10-HI,S10,HI,Weed Management,What are the best methods for weed control in maize in Madhya Pradesh?,Hindi,Devanagari,True,pending,,FAIL,200,success,0.01,,True,True,,True,,True,True,False,False,2-hour disclaimer missing,False,,True,,False,GDB response missing source attribution,"यह एक परीक्षण उत्तर है। [MOCK RESPONSE for ML-S10-HI] Domain: Weed Management. Query language: Hindi. [Mock agri content covers: maize, weed, herbicide]
⚠️ महत्वपूर्ण सूचना (परीक्षण) ⚠️

यह AjraSakha एप्लिकेशन विकास के अधीन है और केवल परीक्षण और सत्यापन के लिए है।
सलाहें प्रयोगात्मक हैं और वर्तमान म"
ML-S10-KN,S10,KN,Weed Management,What are the best methods for weed control in maize in Madhya Pradesh?,Kannada,Kannada,True,pending,,FAIL,200,success,0.01,,True,True,,True,,True,True,False,False,2-hour disclaimer missing,False,,True,,False,GDB response missing source attribution,"ಇದು ಒಂದು ಪರೀಕ್ಷಾ ಉತ್ತರ. [MOCK RESPONSE for ML-S10-KN] Domain: Weed Management. Query language: Kannada. [Mock agri content covers: maize, weed, herbicide]
⚠️ ಮಹತ್ವದ ಸೂಚನೆ (ಪರೀಕ್ಷಾ ಹಂತ) ⚠️

ಈ AjraSakha ಅಪ್ಲಿಕೇಶನ್ ಅಭಿವೃದ್ಧಿ ಹಂತದಲ್ಲಿದ್ದು, ಕೇವಲ ಪರೀಕ್ಷೆ ಮತ್ತು ಮೌಲ್ಯಮಾಪನಕ್ಕಾಗಿ ಮಾತ್ರ ಉದ್ದೇಶಿಸಲಾಗಿದೆ.
ಸಲಹೆಗಳು"
ML-S10-TA,S10,TA,Weed Management,What are the best methods for weed control in maize in Madhya Pradesh?,Tamil,Tamil,True,pending,,FAIL,200,success,0.01,,True,True,,True,,True,True,False,False,2-hour disclaimer missing,False,,True,,False,GDB response missing source attribution,"இது ஒரு சோதனை பதில். [MOCK RESPONSE for ML-S10-TA] Domain: Weed Management. Query language: Tamil. [Mock agri content covers: maize, weed, herbicide]
⚠️ முக்கியமான அறிவிப்பு (சோதனை) ⚠️

இந்த AjraSakha பயன்பாடு மேம்பாட்டில் உள்ளது மற்றும் சோதனை மற்றும் சரிபார்ப்புக்காக மட்டுமே நோக்கப்பட்டுள்ளது.
ஆலோச"
ML-S10-PA,S10,PA,Weed Management,What are the best methods for weed control in maize in Madhya Pradesh?,Punjabi,Gurmukhi,True,pending,,FAIL,200,success,0.01,,True,True,,True,,True,True,False,False,2-hour disclaimer missing,False,,True,,False,GDB response missing source attribution,"ਇਹ ਇੱਕ ਟੈਸਟ ਜਵਾਬ ਹੈ। [MOCK RESPONSE for ML-S10-PA] Domain: Weed Management. Query language: Punjabi. [Mock agri content covers: maize, weed, herbicide]
⚠️ ਮਹੱਤਵਪੂਰਨ ਸੂਚਨਾ (ਟੈਸਟਿੰਗ) ⚠️

ਇਹ AjraSakha ਐਪਲੀਕੇਸ਼ਨ ਵਿਕਾਸ ਅਧੀਨ ਹੈ ਅਤੇ ਸਿਰਫ਼ ਟੈਸਟਿੰਗ ਅਤੇ ਪ੍ਰਮਾਣਿਕਤਾ ਲਈ ਹੈ।
ਸਲਾਹਾਂ ਪ੍ਰਯੋਗਾਤਮਕ ਹਨ ਅਤੇ ਇਸ ਵੇਲੇ ਚੁਣੇ "
ML-S10-TE,S10,TE,Weed Management,What are the best methods for weed control in maize in Madhya Pradesh?,Telugu,Telugu,True,pending,,FAIL,200,success,0.01,,True,True,,True,,True,True,False,False,2-hour disclaimer missing,False,,True,,False,GDB response missing source attribution,"ఇది ఒక పరీక్ష సమాధానం. [MOCK RESPONSE for ML-S10-TE] Domain: Weed Management. Query language: Telugu. [Mock agri content covers: maize, weed, herbicide]
⚠️ ముఖ్యమైన నోటీసు (పరీక్షా దశ) ⚠️

ఈ AjraSakha అప్లికేషన్ అభివృద్ధిలో ఉంది మరియు కేవలం పరీక్ష మరియు ధృవీకరణ కోసం మాత్రమే ఉద్దేశించబడింది.
సలహాలు ప"
ML-S11-EN,S11,EN,Market Prices,"What is the price of wheat in Sirsa mandi, Haryana today?",English,English,False,pending,,PASS,200,success,0.01,,True,True,,True,,True,True,True,True,,False,,True,,True,,"[MOCK RESPONSE for ML-S11-EN] Domain: Market Prices. Query language: English. [Mock agri content covers: wheat, mandi, price]
⚠️ Important Notice (Testing) ⚠️

This AjraSakha application is under development and intended only for testing and validation.
Advisories are experimental and currently cove"
ML-S11-HI,S11,HI,Market Prices,"What is the price of wheat in Sirsa mandi, Haryana today?",Hindi,Devanagari,False,pending,,PASS,200,success,0.01,,True,True,,True,,True,True,True,True,,False,,True,,True,,"यह एक परीक्षण उत्तर है। [MOCK RESPONSE for ML-S11-HI] Domain: Market Prices. Query language: Hindi. [Mock agri content covers: wheat, mandi, price]
⚠️ महत्वपूर्ण सूचना (परीक्षण) ⚠️

यह AjraSakha एप्लिकेशन विकास के अधीन है और केवल परीक्षण और सत्यापन के लिए है।
सलाहें प्रयोगात्मक हैं और वर्तमान में चु"
ML-S11-KN,S11,KN,Market Prices,"What is the price of wheat in Sirsa mandi, Haryana today?",Kannada,Kannada,False,pending,,PASS,200,success,0.01,,True,True,,True,,True,True,True,True,,False,,True,,True,,"ಇದು ಒಂದು ಪರೀಕ್ಷಾ ಉತ್ತರ. [MOCK RESPONSE for ML-S11-KN] Domain: Market Prices. Query language: Kannada. [Mock agri content covers: wheat, mandi, price]
⚠️ ಮಹತ್ವದ ಸೂಚನೆ (ಪರೀಕ್ಷಾ ಹಂತ) ⚠️

ಈ AjraSakha ಅಪ್ಲಿಕೇಶನ್ ಅಭಿವೃದ್ಧಿ ಹಂತದಲ್ಲಿದ್ದು, ಕೇವಲ ಪರೀಕ್ಷೆ ಮತ್ತು ಮೌಲ್ಯಮಾಪನಕ್ಕಾಗಿ ಮಾತ್ರ ಉದ್ದೇಶಿಸಲಾಗಿದೆ.
ಸಲಹೆಗಳು ಪ್ರಾ"
ML-S11-TA,S11,TA,Market Prices,"What is the price of wheat in Sirsa mandi, Haryana today?",Tamil,Tamil,False,pending,,PASS,200,success,0.01,,True,True,,True,,True,True,True,True,,False,,True,,True,,"இது ஒரு சோதனை பதில். [MOCK RESPONSE for ML-S11-TA] Domain: Market Prices. Query language: Tamil. [Mock agri content covers: wheat, mandi, price]
⚠️ முக்கியமான அறிவிப்பு (சோதனை) ⚠️

இந்த AjraSakha பயன்பாடு மேம்பாட்டில் உள்ளது மற்றும் சோதனை மற்றும் சரிபார்ப்புக்காக மட்டுமே நோக்கப்பட்டுள்ளது.
ஆலோசனைகள்"
ML-S11-PA,S11,PA,Market Prices,"What is the price of wheat in Sirsa mandi, Haryana today?",Punjabi,Gurmukhi,False,pending,,PASS,200,success,0.01,,True,True,,True,,True,True,True,True,,False,,True,,True,,"ਇਹ ਇੱਕ ਟੈਸਟ ਜਵਾਬ ਹੈ। [MOCK RESPONSE for ML-S11-PA] Domain: Market Prices. Query language: Punjabi. [Mock agri content covers: wheat, mandi, price]
⚠️ ਮਹੱਤਵਪੂਰਨ ਸੂਚਨਾ (ਟੈਸਟਿੰਗ) ⚠️

ਇਹ AjraSakha ਐਪਲੀਕੇਸ਼ਨ ਵਿਕਾਸ ਅਧੀਨ ਹੈ ਅਤੇ ਸਿਰਫ਼ ਟੈਸਟਿੰਗ ਅਤੇ ਪ੍ਰਮਾਣਿਕਤਾ ਲਈ ਹੈ।
ਸਲਾਹਾਂ ਪ੍ਰਯੋਗਾਤਮਕ ਹਨ ਅਤੇ ਇਸ ਵੇਲੇ ਚੁਣੇ ਹੋਏ ਰ"
ML-S11-TE,S11,TE,Market Prices,"What is the price of wheat in Sirsa mandi, Haryana today?",Telugu,Telugu,False,pending,,PASS,200,success,0.01,,True,True,,True,,True,True,True,True,,False,,True,,True,,"ఇది ఒక పరీక్ష సమాధానం. [MOCK RESPONSE for ML-S11-TE] Domain: Market Prices. Query language: Telugu. [Mock agri content covers: wheat, mandi, price]
⚠️ ముఖ్యమైన నోటీసు (పరీక్షా దశ) ⚠️

ఈ AjraSakha అప్లికేషన్ అభివృద్ధిలో ఉంది మరియు కేవలం పరీక్ష మరియు ధృవీకరణ కోసం మాత్రమే ఉద్దేశించబడింది.
సలహాలు ప్రయోగ"
ML-S12-EN,S12,EN,Market Prices,"What is the current price of paddy in Karnal mandi, Haryana?",English,English,False,pending,,PASS,200,success,0.01,,True,True,,True,,True,True,True,True,,False,,True,,True,,"[MOCK RESPONSE for ML-S12-EN] Domain: Market Prices. Query language: English. [Mock agri content covers: paddy, mandi, price]
⚠️ Important Notice (Testing) ⚠️

This AjraSakha application is under development and intended only for testing and validation.
Advisories are experimental and currently cove"
ML-S12-HI,S12,HI,Market Prices,"What is the current price of paddy in Karnal mandi, Haryana?",Hindi,Devanagari,False,pending,,PASS,200,success,0.01,,True,True,,True,,True,True,True,True,,False,,True,,True,,"यह एक परीक्षण उत्तर है। [MOCK RESPONSE for ML-S12-HI] Domain: Market Prices. Query language: Hindi. [Mock agri content covers: paddy, mandi, price]
⚠️ महत्वपूर्ण सूचना (परीक्षण) ⚠️

यह AjraSakha एप्लिकेशन विकास के अधीन है और केवल परीक्षण और सत्यापन के लिए है।
सलाहें प्रयोगात्मक हैं और वर्तमान में चु"
ML-S12-KN,S12,KN,Market Prices,"What is the current price of paddy in Karnal mandi, Haryana?",Kannada,Kannada,False,pending,,PASS,200,success,0.01,,True,True,,True,,True,True,True,True,,False,,True,,True,,"ಇದು ಒಂದು ಪರೀಕ್ಷಾ ಉತ್ತರ. [MOCK RESPONSE for ML-S12-KN] Domain: Market Prices. Query language: Kannada. [Mock agri content covers: paddy, mandi, price]
⚠️ ಮಹತ್ವದ ಸೂಚನೆ (ಪರೀಕ್ಷಾ ಹಂತ) ⚠️

ಈ AjraSakha ಅಪ್ಲಿಕೇಶನ್ ಅಭಿವೃದ್ಧಿ ಹಂತದಲ್ಲಿದ್ದು, ಕೇವಲ ಪರೀಕ್ಷೆ ಮತ್ತು ಮೌಲ್ಯಮಾಪನಕ್ಕಾಗಿ ಮಾತ್ರ ಉದ್ದೇಶಿಸಲಾಗಿದೆ.
ಸಲಹೆಗಳು ಪ್ರಾ"
ML-S12-TA,S12,TA,Market Prices,"What is the current price of paddy in Karnal mandi, Haryana?",Tamil,Tamil,False,pending,,PASS,200,success,0.01,,True,True,,True,,True,True,True,True,,False,,True,,True,,"இது ஒரு சோதனை பதில். [MOCK RESPONSE for ML-S12-TA] Domain: Market Prices. Query language: Tamil. [Mock agri content covers: paddy, mandi, price]
⚠️ முக்கியமான அறிவிப்பு (சோதனை) ⚠️

இந்த AjraSakha பயன்பாடு மேம்பாட்டில் உள்ளது மற்றும் சோதனை மற்றும் சரிபார்ப்புக்காக மட்டுமே நோக்கப்பட்டுள்ளது.
ஆலோசனைகள்"
ML-S12-PA,S12,PA,Market Prices,"What is the current price of paddy in Karnal mandi, Haryana?",Punjabi,Gurmukhi,False,pending,,PASS,200,success,0.01,,True,True,,True,,True,True,True,True,,False,,True,,True,,"ਇਹ ਇੱਕ ਟੈਸਟ ਜਵਾਬ ਹੈ। [MOCK RESPONSE for ML-S12-PA] Domain: Market Prices. Query language: Punjabi. [Mock agri content covers: paddy, mandi, price]
⚠️ ਮਹੱਤਵਪੂਰਨ ਸੂਚਨਾ (ਟੈਸਟਿੰਗ) ⚠️

ਇਹ AjraSakha ਐਪਲੀਕੇਸ਼ਨ ਵਿਕਾਸ ਅਧੀਨ ਹੈ ਅਤੇ ਸਿਰਫ਼ ਟੈਸਟਿੰਗ ਅਤੇ ਪ੍ਰਮਾਣਿਕਤਾ ਲਈ ਹੈ।
ਸਲਾਹਾਂ ਪ੍ਰਯੋਗਾਤਮਕ ਹਨ ਅਤੇ ਇਸ ਵੇਲੇ ਚੁਣੇ ਹੋਏ ਰ"
ML-S12-TE,S12,TE,Market Prices,"What is the current price of paddy in Karnal mandi, Haryana?",Telugu,Telugu,False,pending,,PASS,200,success,0.01,,True,True,,True,,True,True,True,True,,False,,True,,True,,"ఇది ఒక పరీక్ష సమాధానం. [MOCK RESPONSE for ML-S12-TE] Domain: Market Prices. Query language: Telugu. [Mock agri content covers: paddy, mandi, price]
⚠️ ముఖ్యమైన నోటీసు (పరీక్షా దశ) ⚠️

ఈ AjraSakha అప్లికేషన్ అభివృద్ధిలో ఉంది మరియు కేవలం పరీక్ష మరియు ధృవీకరణ కోసం మాత్రమే ఉద్దేశించబడింది.
సలహాలు ప్రయోగ"
ML-S13-EN,S13,EN,Government Schemes,How can I get a government subsidy for drip irrigation in Rajasthan?,English,English,True,pending,,PASS,200,success,0.01,,True,True,,True,,True,True,True,True,,False,,True,,True,,"[MOCK RESPONSE for ML-S13-EN] Domain: Government Schemes. Query language: English. [Mock agri content covers: drip irrigation, subsidy, scheme]
⚠️ Important Notice (Testing) ⚠️

This AjraSakha application is under development and intended only for testing and validation.
Advisories are experimental "
ML-S13-HI,S13,HI,Government Schemes,How can I get a government subsidy for drip irrigation in Rajasthan?,Hindi,Devanagari,True,pending,,PASS,200,success,0.01,,True,True,,True,,True,True,True,True,,False,,True,,True,,"यह एक परीक्षण उत्तर है। [MOCK RESPONSE for ML-S13-HI] Domain: Government Schemes. Query language: Hindi. [Mock agri content covers: drip irrigation, subsidy, scheme]
⚠️ महत्वपूर्ण सूचना (परीक्षण) ⚠️

यह AjraSakha एप्लिकेशन विकास के अधीन है और केवल परीक्षण और सत्यापन के लिए है।
सलाहें प्रयोगात्मक हैं"
ML-S13-KN,S13,KN,Government Schemes,How can I get a government subsidy for drip irrigation in Rajasthan?,Kannada,Kannada,True,pending,,PASS,200,success,0.01,,True,True,,True,,True,True,True,True,,False,,True,,True,,"ಇದು ಒಂದು ಪರೀಕ್ಷಾ ಉತ್ತರ. [MOCK RESPONSE for ML-S13-KN] Domain: Government Schemes. Query language: Kannada. [Mock agri content covers: drip irrigation, subsidy, scheme]
⚠️ ಮಹತ್ವದ ಸೂಚನೆ (ಪರೀಕ್ಷಾ ಹಂತ) ⚠️

ಈ AjraSakha ಅಪ್ಲಿಕೇಶನ್ ಅಭಿವೃದ್ಧಿ ಹಂತದಲ್ಲಿದ್ದು, ಕೇವಲ ಪರೀಕ್ಷೆ ಮತ್ತು ಮೌಲ್ಯಮಾಪನಕ್ಕಾಗಿ ಮಾತ್ರ ಉದ್ದೇಶಿಸಲಾ"
