name,query,expected_tools,observed_tools,http_status,graph_status,latency_seconds,response_text,observed_gdb_entry_id,error,technical_pass,routing_pass,tool_pass,trace_url,trace_available,expected_nodes,observed_nodes,node_pass,node_reason,expected_domain,observed_domain,expected_plan,observed_plan,plan_pass,plan_reason,answer_quality_enabled,answerrelevancymetric_score,answerrelevancymetric_passed,answerrelevancymetric_reason,source_check_required,source_attribution_pass,source_attribution_reason,disclaimer_required,testing_disclaimer_present,testing_disclaimer_at_bottom,two_hr_disclaimer_required,two_hr_disclaimer_present,language_required,language_pass,disclaimer_language_pass,disclaimer_language_reason,language_code,language,expected_script,domain,scenario_id,answer_language_pass,language_switching_pass,gdb_entry_pass,term_translation_pass,language_quality_pass,language_quality_reason,failure_reason,triage_category,triage_action,severity
soil_wheat_low_nitrogen_te,నా గోధుమ పొలం మట్టి పరీక్షలో నైట్రోజన్ తక్కువగా ఉంది. నేను ఏమి వేయాలి?,"upload_question_to_reviewer_system,gdb","upload_question_to_reviewer_system,gdb",200,success,0.0,"నా గోధుమ పొలం మట్టి పరీక్షలో నైట్రోజన్ తక్కువగా ఉంది. నేను ఏమి వేయాలి?
నిపుణుడు: ఇది మూల్యాంకనం కోసం నమూనా సమాధానం.",soil_wheat_low_nitrogen,,True,True,True,,False,,not_checked,True,node validation disabled because trace node capture is unreliable,soil,,{},{},True,,False,,,disabled,True,False,GDB response missing source attribution,False,True,True,True,False,True,True,True,2-hour disclaimer missing,te,Telugu,Telugu,soil,soil_wheat_low_nitrogen,True,True,True,True,True,,,passed,no_action,
pest_wheat_yellow_rust_en,What should I do for yellow rust in wheat?,"upload_question_to_reviewer_system,gdb","upload_question_to_reviewer_system,gdb",200,success,0.0,"What should I do for yellow rust in wheat?
expert: This is a mock answer for evaluation.",wheat_yellow_rust,,True,True,True,,False,,not_checked,True,node validation disabled because trace node capture is unreliable,pest,,{},{},True,,False,,,disabled,True,False,GDB response missing source attribution,False,True,True,True,False,True,True,True,2-hour disclaimer missing,en,English,Latin,pest,pest_wheat_yellow_rust,True,True,True,True,True,,,passed,no_action,
pest_wheat_yellow_rust_hi,गेहूं में पीला रतुआ हो तो क्या करना चाहिए?,"upload_question_to_reviewer_system,gdb","upload_question_to_reviewer_system,gdb",200,success,0.0,"गेहूं में पीला रतुआ हो तो क्या करना चाहिए?
विशेषज्ञ: यह मूल्यांकन के लिए नमूना उत्तर है।",wheat_yellow_rust,,True,True,True,,False,,not_checked,True,node validation disabled because trace node capture is unreliable,pest,,{},{},True,,False,,,disabled,True,False,GDB response missing source attribution,False,True,True,True,False,True,True,True,2-hour disclaimer missing,hi,Hindi,Devanagari,pest,pest_wheat_yellow_rust,True,True,True,True,True,,,passed,no_action,
pest_wheat_yellow_rust_kn,ಗೋಧಿಯಲ್ಲಿ ಯೆಲ್ಲೋ ರಸ್ಟ್ ಬಂದರೆ ಏನು ಮಾಡಬೇಕು?,"upload_question_to_reviewer_system,gdb","upload_question_to_reviewer_system,gdb",200,success,0.0,"ಗೋಧಿಯಲ್ಲಿ ಯೆಲ್ಲೋ ರಸ್ಟ್ ಬಂದರೆ ಏನು ಮಾಡಬೇಕು?
ತಜ್ಞ: ಇದು ಮೌಲ್ಯಮಾಪನಕ್ಕಾಗಿ ಮಾದರಿ ಉತ್ತರವಾಗಿದೆ.",wheat_yellow_rust,,True,True,True,,False,,not_checked,True,node validation disabled because trace node capture is unreliable,pest,,{},{},True,,False,,,disabled,True,False,GDB response missing source attribution,False,True,True,True,False,True,True,True,2-hour disclaimer missing,kn,Kannada,Kannada,pest,pest_wheat_yellow_rust,True,True,True,True,True,,,passed,no_action,
pest_wheat_yellow_rust_ta,கோதுமையில் மஞ்சள் துரு நோய் வந்தால் என்ன செய்ய வேண்டும்?,"upload_question_to_reviewer_system,gdb","upload_question_to_reviewer_system,gdb",200,success,0.0,"கோதுமையில் மஞ்சள் துரு நோய் வந்தால் என்ன செய்ய வேண்டும்?
நிபுணர்: இது மதிப்பீட்டிற்கான மாதிரி பதில்.",wheat_yellow_rust,,True,True,True,,False,,not_checked,True,node validation disabled because trace node capture is unreliable,pest,,{},{},True,,False,,,disabled,True,False,GDB response missing source attribution,False,True,True,True,False,True,True,True,2-hour disclaimer missing,ta,Tamil,Tamil,pest,pest_wheat_yellow_rust,True,True,True,True,True,,,passed,no_action,
pest_wheat_yellow_rust_pa,ਗੈਂਹੂਂ ਵਿੱਚ ਪੀਲਾ ਰੱਤਾ ਆਵੇ ਤਾਂ ਕੀ ਕਰਨਾ ਚਾਹੀਦਾ ਹੈ?,"upload_question_to_reviewer_system,gdb","upload_question_to_reviewer_system,gdb",200,success,0.0,"ਗੈਂਹੂਂ ਵਿੱਚ ਪੀਲਾ ਰੱਤਾ ਆਵੇ ਤਾਂ ਕੀ ਕਰਨਾ ਚਾਹੀਦਾ ਹੈ?
ਮਾਹਰ: ਇਹ ਮੁਲਾਂਕਣ ਲਈ ਨਮੂਨਾ ਜਵਾਬ ਹੈ।",wheat_yellow_rust,,True,True,True,,False,,not_checked,True,node validation disabled because trace node capture is unreliable,pest,,{},{},True,,False,,,disabled,True,False,GDB response missing source attribution,False,True,True,True,False,True,True,True,2-hour disclaimer missing,pa,Punjabi,Gurmukhi,pest,pest_wheat_yellow_rust,True,True,True,True,True,,,passed,no_action,
pest_wheat_yellow_rust_te,గోధుమలో పసుపు తుప్పు వస్తే ఏమి చేయాలి?,"upload_question_to_reviewer_system,gdb","upload_question_to_reviewer_system,gdb",200,success,0.0,"గోధుమలో పసుపు తుప్పు వస్తే ఏమి చేయాలి?
నిపుణుడు: ఇది మూల్యాంకనం కోసం నమూనా సమాధానం.",wheat_yellow_rust,,True,True,True,,False,,not_checked,True,node validation disabled because trace node capture is unreliable,pest,,{},{},True,,False,,,disabled,True,False,GDB response missing source attribution,False,True,True,True,False,True,True,True,2-hour disclaimer missing,te,Telugu,Telugu,pest,pest_wheat_yellow_rust,True,True,True,True,True,,,passed,no_action,
pest_cotton_bollworm_en,How can I control bollworm in cotton?,"upload_question_to_reviewer_system,gdb","upload_question_to_reviewer_system,gdb",200,success,0.0,"How can I control bollworm in cotton?
expert: This is a mock answer for evaluation.",cotton_bollworm,,True,True,True,,False,,not_checked,True,node validation disabled because trace node capture is unreliable,pest,,{},{},True,,False,,,disabled,True,False,GDB response missing source attribution,False,True,True,True,False,True,True,True,2-hour disclaimer missing,en,English,Latin,pest,pest_cotton_bollworm,True,True,True,True,True,,,passed,no_action,
pest_cotton_bollworm_hi,कपास में बॉलवर्म को कैसे नियंत्रित करूं?,"upload_question_to_reviewer_system,gdb","upload_question_to_reviewer_system,gdb",200,success,0.0,"कपास में बॉलवर्म को कैसे नियंत्रित करूं?
विशेषज्ञ: यह मूल्यांकन के लिए नमूना उत्तर है।",cotton_bollworm,,True,True,True,,False,,not_checked,True,node validation disabled because trace node capture is unreliable,pest,,{},{},True,,False,,,disabled,True,False,GDB response missing source attribution,False,True,True,True,False,True,True,True,2-hour disclaimer missing,hi,Hindi,Devanagari,pest,pest_cotton_bollworm,True,True,True,True,True,,,passed,no_action,
pest_cotton_bollworm_kn,ಹತ್ತಿಯಲ್ಲಿ ಬೋಲ್‌ವರ್ಮ್ ಅನ್ನು ಹೇಗೆ ನಿಯಂತ್ರಿಸಬೇಕು?,"upload_question_to_reviewer_system,gdb","upload_question_to_reviewer_system,gdb",200,success,0.0,"ಹತ್ತಿಯಲ್ಲಿ ಬೋಲ್‌ವರ್ಮ್ ಅನ್ನು ಹೇಗೆ ನಿಯಂತ್ರಿಸಬೇಕು?
ತಜ್ಞ: ಇದು ಮೌಲ್ಯಮಾಪನಕ್ಕಾಗಿ ಮಾದರಿ ಉತ್ತರವಾಗಿದೆ.",cotton_bollworm,,True,True,True,,False,,not_checked,True,node validation disabled because trace node capture is unreliable,pest,,{},{},True,,False,,,disabled,True,False,GDB response missing source attribution,False,True,True,True,False,True,True,True,2-hour disclaimer missing,kn,Kannada,Kannada,pest,pest_cotton_bollworm,True,True,True,True,True,,,passed,no_action,
pest_cotton_bollworm_ta,பருத்தியில் பால் வார்மை எப்படி கட்டுப்படுத்துவது?,"upload_question_to_reviewer_system,gdb","upload_question_to_reviewer_system,gdb",200,success,0.0,"பருத்தியில் பால் வார்மை எப்படி கட்டுப்படுத்துவது?
நிபுணர்: இது மதிப்பீட்டிற்கான மாதிரி பதில்.",cotton_bollworm,,True,True,True,,False,,not_checked,True,node validation disabled because trace node capture is unreliable,pest,,{},{},True,,False,,,disabled,True,False,GDB response missing source attribution,False,True,True,True,False,True,True,True,2-hour disclaimer missing,ta,Tamil,Tamil,pest,pest_cotton_bollworm,True,True,True,True,True,,,passed,no_action,
pest_cotton_bollworm_pa,ਕਪਾਹ ਵਿੱਚ ਬੋਲਵਰਮ ਨੂੰ ਕਿਵੇਂ ਕਾਬੂ ਕਰੀਏ?,"upload_question_to_reviewer_system,gdb","upload_question_to_reviewer_system,gdb",200,success,0.0,"ਕਪਾਹ ਵਿੱਚ ਬੋਲਵਰਮ ਨੂੰ ਕਿਵੇਂ ਕਾਬੂ ਕਰੀਏ?
ਮਾਹਰ: ਇਹ ਮੁਲਾਂਕਣ ਲਈ ਨਮੂਨਾ ਜਵਾਬ ਹੈ।",cotton_bollworm,,True,True,True,,False,,not_checked,True,node validation disabled because trace node capture is unreliable,pest,,{},{},True,,False,,,disabled,True,False,GDB response missing source attribution,False,True,True,True,False,True,True,True,2-hour disclaimer missing,pa,Punjabi,Gurmukhi,pest,pest_cotton_bollworm,True,True,True,True,True,,,passed,no_action,
pest_cotton_bollworm_te,పత్తిలో బోల్‌వార్మ్‌ను ఎలా నియంత్రించాలి?,"upload_question_to_reviewer_system,gdb","upload_question_to_reviewer_system,gdb",200,success,0.0,"పత్తిలో బోల్‌వార్మ్‌ను ఎలా నియంత్రించాలి?
నిపుణుడు: ఇది మూల్యాంకనం కోసం నమూనా సమాధానం.",cotton_bollworm,,True,True,True,,False,,not_checked,True,node validation disabled because trace node capture is unreliable,pest,,{},{},True,,False,,,disabled,True,False,GDB response missing source attribution,False,True,True,True,False,True,True,True,2-hour disclaimer missing,te,Telugu,Telugu,pest,pest_cotton_bollworm,True,True,True,True,True,,,passed,no_action,
scheme_drip_irrigation_en,How can I get a subsidy for drip irrigation?,"upload_question_to_reviewer_system,schemes","upload_question_to_reviewer_system,schemes",200,success,0.0,"How can I get a subsidy for drip irrigation?
expert: This is a mock answer for evaluation.",,,True,True,True,,False,,not_checked,True,node validation disabled because trace node capture is unreliable,scheme,,{},{},True,,False,,,disabled,False,True,,False,True,True,True,False,True,True,True,2-hour disclaimer missing,en,English,Latin,scheme,scheme_drip_irrigation,True,True,True,True,True,,,passed,no_action,
scheme_drip_irrigation_hi,ड्रिप सिंचाई के लिए सब्सिडी कैसे मिल सकती है?,"upload_question_to_reviewer_system,schemes","upload_question_to_reviewer_system,schemes",200,success,0.0,"ड्रिप सिंचाई के लिए सब्सिडी कैसे मिल सकती है?
विशेषज्ञ: यह मूल्यांकन के लिए नमूना उत्तर है।",,,True,True,True,,False,,not_checked,True,node validation disabled because trace node capture is unreliable,scheme,,{},{},True,,False,,,disabled,False,True,,False,True,True,True,False,True,True,True,2-hour disclaimer missing,hi,Hindi,Devanagari,scheme,scheme_drip_irrigation,True,True,True,True,True,,,passed,no_action,
scheme_drip_irrigation_kn,ಡ್ರಿಪ್ ನೀರಾವರಿಗೆ ಸಹಾಯಧನವನ್ನು ಹೇಗೆ ಪಡೆಯಬಹುದು?,"upload_question_to_reviewer_system,schemes","upload_question_to_reviewer_system,schemes",200,success,0.0,"ಡ್ರಿಪ್ ನೀರಾವರಿಗೆ ಸಹಾಯಧನವನ್ನು ಹೇಗೆ ಪಡೆಯಬಹುದು?
ತಜ್ಞ: ಇದು ಮೌಲ್ಯಮಾಪನಕ್ಕಾಗಿ ಮಾದರಿ ಉತ್ತರವಾಗಿದೆ.",,,True,True,True,,False,,not_checked,True,node validation disabled because trace node capture is unreliable,scheme,,{},{},True,,False,,,disabled,False,True,,False,True,True,True,False,True,True,True,2-hour disclaimer missing,kn,Kannada,Kannada,scheme,scheme_drip_irrigation,True,True,True,True,True,,,passed,no_action,
scheme_drip_irrigation_ta,டிரிப் பாசனத்திற்கு மானியம் எப்படி பெறலாம்?,"upload_question_to_reviewer_system,schemes","upload_question_to_reviewer_system,schemes",200,success,0.0,"டிரிப் பாசனத்திற்கு மானியம் எப்படி பெறலாம்?
நிபுணர்: இது மதிப்பீட்டிற்கான மாதிரி பதில்.",,,True,True,True,,False,,not_checked,True,node validation disabled because trace node capture is unreliable,scheme,,{},{},True,,False,,,disabled,False,True,,False,True,True,True,False,True,True,True,2-hour disclaimer missing,ta,Tamil,Tamil,scheme,scheme_drip_irrigation,True,True,True,True,True,,,passed,no_action,
scheme_drip_irrigation_pa,ਡ੍ਰਿਪ ਸਿੰਚਾਈ ਲਈ ਸਬਸਿਡੀ ਕਿਵੇਂ ਮਿਲ ਸਕਦੀ ਹੈ?,"upload_question_to_reviewer_system,schemes","upload_question_to_reviewer_system,schemes",200,success,0.0,"ਡ੍ਰਿਪ ਸਿੰਚਾਈ ਲਈ ਸਬਸਿਡੀ ਕਿਵੇਂ ਮਿਲ ਸਕਦੀ ਹੈ?
ਮਾਹਰ: ਇਹ ਮੁਲਾਂਕਣ ਲਈ ਨਮੂਨਾ ਜਵਾਬ ਹੈ।",,,True,True,True,,False,,not_checked,True,node validation disabled because trace node capture is unreliable,scheme,,{},{},True,,False,,,disabled,False,True,,False,True,True,True,False,True,True,True,2-hour disclaimer missing,pa,Punjabi,Gurmukhi,scheme,scheme_drip_irrigation,True,True,True,True,True,,,passed,no_action,
scheme_drip_irrigation_te,డ్రిప్ సాగునీటి కోసం సబ్సిడీ ఎలా పొందగలను?,"upload_question_to_reviewer_system,schemes","upload_question_to_reviewer_system,schemes",200,success,0.0,"డ్రిప్ సాగునీటి కోసం సబ్సిడీ ఎలా పొందగలను?
నిపుణుడు: ఇది మూల్యాంకనం కోసం నమూనా సమాధానం.",,,True,True,True,,False,,not_checked,True,node validation disabled because trace node capture is unreliable,scheme,,{},{},True,,False,,,disabled,False,True,,False,True,True,True,False,True,True,True,2-hour disclaimer missing,te,Telugu,Telugu,scheme,scheme_drip_irrigation,True,True,True,True,True,,,passed,no_action,
scheme_pm_kisan_en,Am I eligible for PM-KISAN benefits?,"upload_question_to_reviewer_system,schemes","upload_question_to_reviewer_system,schemes",200,success,0.0,"Am I eligible for PM-KISAN benefits?
expert: This is a mock answer for evaluation.",,,True,True,True,,False,,not_checked,True,node validation disabled because trace node capture is unreliable,scheme,,{},{},True,,False,,,disabled,False,True,,False,True,True,True,False,True,True,True,2-hour disclaimer missing,en,English,Latin,scheme,scheme_pm_kisan,True,True,True,True,True,,,passed,no_action,
scheme_pm_kisan_hi,क्या मैं पीएम-किसान लाभ के लिए पात्र हूं?,"upload_question_to_reviewer_system,schemes","upload_question_to_reviewer_system,schemes",200,success,0.0,"क्या मैं पीएम-किसान लाभ के लिए पात्र हूं?
विशेषज्ञ: यह मूल्यांकन के लिए नमूना उत्तर है।",,,True,True,True,,False,,not_checked,True,node validation disabled because trace node capture is unreliable,scheme,,{},{},True,,False,,,disabled,False,True,,False,True,True,True,False,True,True,True,2-hour disclaimer missing,hi,Hindi,Devanagari,scheme,scheme_pm_kisan,True,True,True,True,True,,,passed,no_action,
scheme_pm_kisan_kn,ನಾನು PM-KISAN ಪ್ರಯೋಜನಗಳಿಗೆ ಅರ್ಹನೇ?,"upload_question_to_reviewer_system,schemes","upload_question_to_reviewer_system,schemes",200,success,0.0,"ನಾನು PM-KISAN ಪ್ರಯೋಜನಗಳಿಗೆ ಅರ್ಹನೇ?
ತಜ್ಞ: ಇದು ಮೌಲ್ಯಮಾಪನಕ್ಕಾಗಿ ಮಾದರಿ ಉತ್ತರವಾಗಿದೆ.",,,True,True,True,,False,,not_checked,True,node validation disabled because trace node capture is unreliable,scheme,,{},{},True,,False,,,disabled,False,True,,False,True,True,True,False,True,True,True,2-hour disclaimer missing,kn,Kannada,Kannada,scheme,scheme_pm_kisan,True,True,True,True,True,,,passed,no_action,
scheme_pm_kisan_ta,நான் PM-KISAN நலன்களுக்கு தகுதியானவரா?,"upload_question_to_reviewer_system,schemes","upload_question_to_reviewer_system,schemes",200,success,0.0,"நான் PM-KISAN நலன்களுக்கு தகுதியானவரா?
நிபுணர்: இது மதிப்பீட்டிற்கான மாதிரி பதில்.",,,True,True,True,,False,,not_checked,True,node validation disabled because trace node capture is unreliable,scheme,,{},{},True,,False,,,disabled,False,True,,False,True,True,True,False,True,True,True,2-hour disclaimer missing,ta,Tamil,Tamil,scheme,scheme_pm_kisan,True,True,True,True,True,,,passed,no_action,
scheme_pm_kisan_pa,ਕੀ ਮੈਂ PM-KISAN ਲਾਭ ਲਈ ਯੋਗ ਹਾਂ?,"upload_question_to_reviewer_system,schemes","upload_question_to_reviewer_system,schemes",200,success,0.0,"ਕੀ ਮੈਂ PM-KISAN ਲਾਭ ਲਈ ਯੋਗ ਹਾਂ?
ਮਾਹਰ: ਇਹ ਮੁਲਾਂਕਣ ਲਈ ਨਮੂਨਾ ਜਵਾਬ ਹੈ।",,,True,True,True,,False,,not_checked,True,node validation disabled because trace node capture is unreliable,scheme,,{},{},True,,False,,,disabled,False,True,,False,True,True,True,False,True,True,True,2-hour disclaimer missing,pa,Punjabi,Gurmukhi,scheme,scheme_pm_kisan,True,True,True,True,True,,,passed,no_action,
scheme_pm_kisan_te,నేను PM-KISAN ప్రయోజనాలకు అర్హుడినా?,"upload_question_to_reviewer_system,schemes","upload_question_to_reviewer_system,schemes",200,success,0.0,"నేను PM-KISAN ప్రయోజనాలకు అర్హుడినా?
నిపుణుడు: ఇది మూల్యాంకనం కోసం నమూనా సమాధానం.",,,True,True,True,,False,,not_checked,True,node validation disabled because trace node capture is unreliable,scheme,,{},{},True,,False,,,disabled,False,True,,False,True,True,True,False,True,True,True,2-hour disclaimer missing,te,Telugu,Telugu,scheme,scheme_pm_kisan,True,True,True,True,True,,,passed,no_action,
gdb_paddy_cultivation_punjab_en,How should I grow paddy in Punjab?,"upload_question_to_reviewer_system,gdb","upload_question_to_reviewer_system,gdb",200,success,0.0,"How should I grow paddy in Punjab?
expert: This is a mock answer for evaluation.",paddy_cultivation_punjab,,True,True,True,,False,,not_checked,True,node validation disabled because trace node capture is unreliable,gdb,,{},{},True,,False,,,disabled,True,False,GDB response missing source attribution,False,True,True,True,False,True,True,True,2-hour disclaimer missing,en,English,Latin,gdb,gdb_paddy_cultivation_punjab,True,True,True,True,True,,,passed,no_action,
gdb_paddy_cultivation_punjab_hi,पंजाब में धान की खेती कैसे करूं?,"upload_question_to_reviewer_system,gdb","upload_question_to_reviewer_system,gdb",200,success,0.0,"पंजाब में धान की खेती कैसे करूं?
विशेषज्ञ: यह मूल्यांकन के लिए नमूना उत्तर है।",paddy_cultivation_punjab,,True,True,True,,False,,not_checked,True,node validation disabled because trace node capture is unreliable,gdb,,{},{},True,,False,,,disabled,True,False,GDB response missing source attribution,False,True,True,True,False,True,True,True,2-hour disclaimer missing,hi,Hindi,Devanagari,gdb,gdb_paddy_cultivation_punjab,True,True,True,True,True,,,passed,no_action,
gdb_paddy_cultivation_punjab_kn,ಪಂಜಾಬ್‌ನಲ್ಲಿ ಭತ್ತವನ್ನು ಹೇಗೆ ಬೆಳೆಸಬೇಕು?,"upload_question_to_reviewer_system,gdb","upload_question_to_reviewer_system,gdb",200,success,0.0,"ಪಂಜಾಬ್‌ನಲ್ಲಿ ಭತ್ತವನ್ನು ಹೇಗೆ ಬೆಳೆಸಬೇಕು?
ತಜ್ಞ: ಇದು ಮೌಲ್ಯಮಾಪನಕ್ಕಾಗಿ ಮಾದರಿ ಉತ್ತರವಾಗಿದೆ.",paddy_cultivation_punjab,,True,True,True,,False,,not_checked,True,node validation disabled because trace node capture is unreliable,gdb,,{},{},True,,False,,,disabled,True,False,GDB response missing source attribution,False,True,True,True,False,True,True,True,2-hour disclaimer missing,kn,Kannada,Kannada,gdb,gdb_paddy_cultivation_punjab,True,True,True,True,True,,,passed,no_action,
gdb_paddy_cultivation_punjab_ta,பஞ்சாபில் நெல் சாகுபடி எப்படி செய்ய வேண்டும்?,"upload_question_to_reviewer_system,gdb","upload_question_to_reviewer_system,gdb",200,success,0.0,"பஞ்சாபில் நெல் சாகுபடி எப்படி செய்ய வேண்டும்?
நிபுணர்: இது மதிப்பீட்டிற்கான மாதிரி பதில்.",paddy_cultivation_punjab,,True,True,True,,False,,not_checked,True,node validation disabled because trace node capture is unreliable,gdb,,{},{},True,,False,,,disabled,True,False,GDB response missing source attribution,False,True,True,True,False,True,True,True,2-hour disclaimer missing,ta,Tamil,Tamil,gdb,gdb_paddy_cultivation_punjab,True,True,True,True,True,,,passed,no_action,
gdb_paddy_cultivation_punjab_pa,ਪੰਜਾਬ ਵਿੱਚ ਝੋਨੇ ਦੀ ਖੇਤੀ ਕਿਵੇਂ ਕਰੀਏ?,"upload_question_to_reviewer_system,gdb","upload_question_to_reviewer_system,gdb",200,success,0.0,"ਪੰਜਾਬ ਵਿੱਚ ਝੋਨੇ ਦੀ ਖੇਤੀ ਕਿਵੇਂ ਕਰੀਏ?
ਮਾਹਰ: ਇਹ ਮੁਲਾਂਕਣ ਲਈ ਨਮੂਨਾ ਜਵਾਬ ਹੈ।",paddy_cultivation_punjab,,True,True,True,,False,,not_checked,True,node validation disabled because trace node capture is unreliable,gdb,,{},{},True,,False,,,disabled,True,False,GDB response missing source attribution,False,True,True,True,False,True,True,True,2-hour disclaimer missing,pa,Punjabi,Gurmukhi,gdb,gdb_paddy_cultivation_punjab,True,True,True,True,True,,,passed,no_action,
gdb_paddy_cultivation_punjab_te,పంజాబ్‌లో వరి ఎలా పండించాలి?,"upload_question_to_reviewer_system,gdb","upload_question_to_reviewer_system,gdb",200,success,0.0,"పంజాబ్‌లో వరి ఎలా పండించాలి?
నిపుణుడు: ఇది మూల్యాంకనం కోసం నమూనా సమాధానం.",paddy_cultivation_punjab,,True,True,True,,False,,not_checked,True,node validation disabled because trace node capture is unreliable,gdb,,{},{},True,,False,,,disabled,True,False,GDB response missing source attribution,False,True,True,True,False,True,True,True,2-hour disclaimer missing,te,Telugu,Telugu,gdb,gdb_paddy_cultivation_punjab,True,True,True,True,True,,,passed,no_action,
gdb_tomato_leaf_curl_en,What should I do for leaf curl in tomato?,"upload_question_to_reviewer_system,gdb","upload_question_to_reviewer_system,gdb",200,success,0.0,"What should I do for leaf curl in tomato?
expert: This is a mock answer for evaluation.",tomato_leaf_curl,,True,True,True,,False,,not_checked,True,node validation disabled because trace node capture is unreliable,pest,,{},{},True,,False,,,disabled,True,False,GDB response missing source attribution,False,True,True,True,False,True,True,True,2-hour disclaimer missing,en,English,Latin,pest,gdb_tomato_leaf_curl,True,True,True,True,True,,,passed,no_action,
gdb_tomato_leaf_curl_hi,टमाटर में लीफ कर्ल हो तो क्या करना चाहिए?,"upload_question_to_reviewer_system,gdb","upload_question_to_reviewer_system,gdb",200,success,0.0,"टमाटर में लीफ कर्ल हो तो क्या करना चाहिए?
विशेषज्ञ: यह मूल्यांकन के लिए नमूना उत्तर है।",tomato_leaf_curl,,True,True,True,,False,,not_checked,True,node validation disabled because trace node capture is unreliable,pest,,{},{},True,,False,,,disabled,True,False,GDB response missing source attribution,False,True,True,True,False,True,True,True,2-hour disclaimer missing,hi,Hindi,Devanagari,pest,gdb_tomato_leaf_curl,True,True,True,True,True,,,passed,no_action,
gdb_tomato_leaf_curl_kn,ಟೊಮೇಟೊದಲ್ಲಿ ಲೀಫ್ ಕರ್‌ಲ್ ಬಂದರೆ ಏನು ಮಾಡಬೇಕು?,"upload_question_to_reviewer_system,gdb","upload_question_to_reviewer_system,gdb",200,success,0.0,"ಟೊಮೇಟೊದಲ್ಲಿ ಲೀಫ್ ಕರ್‌ಲ್ ಬಂದರೆ ಏನು ಮಾಡಬೇಕು?
ತಜ್ಞ: ಇದು ಮೌಲ್ಯಮಾಪನಕ್ಕಾಗಿ ಮಾದರಿ ಉತ್ತರವಾಗಿದೆ.",tomato_leaf_curl,,True,True,True,,False,,not_checked,True,node validation disabled because trace node capture is unreliable,pest,,{},{},True,,False,,,disabled,True,False,GDB response missing source attribution,False,True,True,True,False,True,True,True,2-hour disclaimer missing,kn,Kannada,Kannada,pest,gdb_tomato_leaf_curl,True,True,True,True,True,,,passed,no_action,
gdb_tomato_leaf_curl_ta,தக்காளியில் இலை சுருட்டல் வந்தால் என்ன செய்ய வேண்டும்?,"upload_question_to_reviewer_system,gdb","upload_question_to_reviewer_system,gdb",200,success,0.0,"தக்காளியில் இலை சுருட்டல் வந்தால் என்ன செய்ய வேண்டும்?
நிபுணர்: இது மதிப்பீட்டிற்கான மாதிரி பதில்.",tomato_leaf_curl,,True,True,True,,False,,not_checked,True,node validation disabled because trace node capture is unreliable,pest,,{},{},True,,False,,,disabled,True,False,GDB response missing source attribution,False,True,True,True,False,True,True,True,2-hour disclaimer missing,ta,Tamil,Tamil,pest,gdb_tomato_leaf_curl,True,True,True,True,True,,,passed,no_action,
gdb_tomato_leaf_curl_pa,ਟਮਾਟਰ ਵਿੱਚ ਪੱਤਾ ਮੁਰਝਾਉਣ ਦੀ ਬਿਮਾਰੀ ਹੋਵੇ ਤਾਂ ਕੀ ਕਰੀਏ?,"upload_question_to_reviewer_system,gdb","upload_question_to_reviewer_system,gdb",200,success,0.0,"ਟਮਾਟਰ ਵਿੱਚ ਪੱਤਾ ਮੁਰਝਾਉਣ ਦੀ ਬਿਮਾਰੀ ਹੋਵੇ ਤਾਂ ਕੀ ਕਰੀਏ?
ਮਾਹਰ: ਇਹ ਮੁਲਾਂਕਣ ਲਈ ਨਮੂਨਾ ਜਵਾਬ ਹੈ।",tomato_leaf_curl,,True,True,True,,False,,not_checked,True,node validation disabled because trace node capture is unreliable,pest,,{},{},True,,False,,,disabled,True,False,GDB response missing source attribution,False,True,True,True,False,True,True,True,2-hour disclaimer missing,pa,Punjabi,Gurmukhi,pest,gdb_tomato_leaf_curl,True,True,True,True,True,,,passed,no_action,
gdb_tomato_leaf_curl_te,టమాటాలో ఆకు ముడుచుకుపోవడం వస్తే ఏమి చేయాలి?,"upload_question_to_reviewer_system,gdb","upload_question_to_reviewer_system,gdb",200,success,0.0,"టమాటాలో ఆకు ముడుచుకుపోవడం వస్తే ఏమి చేయాలి?
నిపుణుడు: ఇది మూల్యాంకనం కోసం నమూనా సమాధానం.",tomato_leaf_curl,,True,True,True,,False,,not_checked,True,node validation disabled because trace node capture is unreliable,pest,,{},{},True,,False,,,disabled,True,False,GDB response missing source attribution,False,True,True,True,False,True,True,True,2-hour disclaimer missing,te,Telugu,Telugu,pest,gdb_tomato_leaf_curl,True,True,True,True,True,,,passed,no_action,
weather_rain_ludhiana_fixture_13_en,Will it rain in Ludhiana today?,"upload_question_to_reviewer_system,weather","upload_question_to_reviewer_system,weather",200,success,0.0,"Will it rain in Ludhiana today?
expert: This is a mock answer for evaluation.",,,True,True,True,,False,,not_checked,True,node validation disabled because trace node capture is unreliable,weather,,{},{},True,,False,,,disabled,False,True,,False,True,True,True,False,True,True,True,2-hour disclaimer missing,en,English,Latin,weather,weather_rain_ludhiana_fixture_13,True,True,True,True,True,,,passed,no_action,
