"KVK ID","KVK Name","KVK Address","State Name","State LGD Code","District Name","District Name New","District LGD Code","Web Address","Landline Number","Fax Number","Email ID","Pin Code","ATARI Name","Host Institute","Latitude","Longitude"
"K0163","Tawang","Krishi Vigyan Kendra,Village Changbu, Distt. Tawang, Arunachal Pradesh","Arunachal Pradesh","=""12""","Tawang","Tawang","238","http://www.kvktawang.nic.in/","NA","NA","kvktawang123@gmail.com","790104","ICAR-ATARI  Zone-VI Guwahati","Directorate of Agriculture, Govt. of Arunachal Pra , Naharlagun , Itanagar","27.576899","91.872147"
"K0164","Tirap","Krishi Vigyan Kendra,Tirap,PO.Deomali,Distt. Tirap","Arunachal Pradesh","=""12""","Tirap","Tirap","239","http://www.kvkrtirap.org.in","03786-255301","03786-255301","kvktirap@gmail.com","792129","ICAR-ATARI  Zone-VI Guwahati","Directorate of Agriculture, Govt. of Arunachal Pra , Naharlagun , Itanagar","27.241193","95.498148"
"K0165","Upper Subansiri","Office of KVK US, Maro","Arunachal Pradesh","=""12""","Upper Subansiri","Upper Subansiri","241","http://kvkuppersubansiri.nic.in/","NA","03792-224887","kvkuppersubansiri@gmail.com","791122","ICAR-ATARI  Zone-VI Guwahati","Directorate of Agriculture, Govt. of Arunachal Pra , Naharlagun , Itanagar","27.799858","94.3478"
"K0166","West Kameng","Krishi Vigyan Kendra West Kameng","Arunachal Pradesh","=""12""","West Kameng","West Kameng","242","http://kvkwestkameng.gov.in/","NA","NA","kvkwestkameng@gmail.com","790101","ICAR-ATARI  Zone-VI Guwahati","Directorate of Agriculture, Govt. of Arunachal Pra , Naharlagun , Itanagar","27.404341","92.304174"
"K0167","Baksa","Krishi Vigyan Kendra,Vill.- Kharua, Mushalpur, Distt. –Baksa (Assam)","Assam","=""18""","Baksa","Baksa","616","http://kvkbaksa.aau.ac.in","03621-240132","NA","kvk_baksa@aau.ac.in","781346","ICAR-ATARI  Zone-VI Guwahati","Assam Agricultural University , Jorhat, Assam","26.56156","91.3437"
"K0168","Barpeta","Krishi Vigyan Kendra,Howly,Distt. Barpeta","Assam","=""18""","Barpeta","Barpeta","280","http://www.kvkbarpeta.org","03666-289292","03666-289292","kvk_barpeta@aau.ac.in","781316","ICAR-ATARI  Zone-VI Guwahati","Assam Agricultural University , Jorhat, Assam","26.4412","90.981522"
"K0169","Bongaigaon","Krishi Vigyan Kendra,Bongaigaon,Distt. Bongaigaon","Assam","=""18""","Bongaigaon","Bongaigaon","281","http://kvkbongaigaon.nic.in/","3664281094","NA","kvkbongaigaon@gmail.com","783384","ICAR-ATARI  Zone-VI Guwahati","Assam Agricultural University , Jorhat, Assam","26.335361","90.664107"
"K0170","Cachar","Krishi Vigyan Kendra,Silchar,Distt. Cachar","Assam","=""18""","Cachar","Cachar","282","http://kvkcachar.nic.in/","03842-278193","03842-278193","kvkcachar@gmail.com","788025","ICAR-ATARI  Zone-VI Guwahati","Assam Agricultural University , Jorhat, Assam","24.857761","92.741454"
"K0171","Darrang","Krishi Vigyan Kendra, Darrang, Mangaldai-784146, Darrang","Assam","=""18""","Darrang","Darrang","283","http://kvkdarrang.nic.in/","03713-222279","NA","kvkdarrangmangaldai@gmail.com","784146","ICAR-ATARI  Zone-VI Guwahati","Assam Agricultural University , Jorhat, Assam","26.450177","92.031065"
"K0172","Dhemaji","Krishi Vigyan Kendra, AAU, Jonai Road, P.O: Simen Chapori, Distt. Dhemaji (Assam)","Assam","=""18""","Dhemaji","Dhemaji","284","www.kvkdhemaji.aau.ac.in","NA","NA","kvk_dhemaji@aau.ac.in","787061","ICAR-ATARI  Zone-VI Guwahati","Assam Agricultural University , Jorhat, Assam","27.591369","94.731956"
"K0173","Dhubri","Krishi Vigyan Kendra,Haldibari,Bahalpur","Assam","=""18""","Dhubri","Dhubri","285","NA","NA","NA","faahmed2005@gmail.com","783371","ICAR-ATARI  Zone-VI Guwahati","Assam Agricultural University , Jorhat, Assam","26.232336","90.28241"
"K0174","Dibrugarh","Krishi Vigyan Kendra,P.O. Lahoal, P.B. 24, Romai,Dibrugarh","Assam","=""18""","Dibrugarh","Dibrugarh","286","https://kvkdibrugarh.aau.ac.in/","NA","NA","kvk_dibrugarh@aau.ac.in","786010","ICAR-ATARI  Zone-VI Guwahati","Assam Agricultural University , Jorhat, Assam","27.407635","95.043242"
"K0175","Goalpara","Krishi Vigyan Kendra, Udaipur, Dudhnoi","Assam","=""18""","Goalpara","Goalpara","287","NA","NA","NA","goalparakvk@gmail.com","783124","ICAR-ATARI  Zone-VI Guwahati","ICAR National Research Centre (NRC) on PIG , Rani, Near Guwahati Airport Guwahati, Assam","25.963148","90.78716"
"K0176","Golaghat","Krishi Vigyan Kendra,Khumtai,Golaghat,Distt. Golaghat.","Assam","=""18""","Golaghat","Golaghat","288","http://kvkgolaghat.aau.ac.in","NA","NA","kvk_golaghat@aau.ac.in","785619","ICAR-ATARI  Zone-VI Guwahati","Assam Agricultural University , Jorhat, Assam","26.595229","93.841675"
"K0177","Hailakandi","Krishi Vigyan Kendra,Distt. Hailakandi","Assam","=""18""","Hailakandi","Hailakandi","289","http://kvkhailakandi.nic.in","NA","NA","kvkhhailakandi@gmail.com","788152","ICAR-ATARI  Zone-VI Guwahati","ICAR Research Complex for NEH Region , Umroi Road, Umiam, Barapani","24.699622","92.560176"
"K0178","Jorhat","Krishi Vigyan Kendra, Jorhat, Changmai Gaon, Kaliapani","Assam","=""18""","Jorhat","Jorhat","290","http://kvkjorhat.aau.ac.in","NA","NA","kvk_jorhat@aau.ac.in","785112","ICAR-ATARI  Zone-VI Guwahati","Assam Agricultural University , Jorhat, Assam","26.830636","94.457449"
"K0179","Kamrup","Krishi Vigyan Kendra,Kamrup, Kahikuchi, GuwahatiDistt. Kamrup","Assam","=""18""","Kamrup","Kamrup","291","https://kvkkamrup.aau.ac.in/","0361-2842513","0361-2842513","kvk_kamrup@aau.ac.in","781017","ICAR-ATARI  Zone-VI Guwahati","Assam Agricultural University , Jorhat, Assam","26.107361","91.609107"
"K0180","Karbi Anglong","Krishi Vigyan Kendra, Regional Agril. Research Station, Diphu. Dist.: Karbi Anglong. ","Assam","=""18""","Karbi Anglong","Karbi Anglong","292","http://www.kvkdiphu.com/","NA","NA","kvk_diphu@aau.ac.in","782460","ICAR-ATARI  Zone-VI Guwahati","Assam Agricultural University , Jorhat, Assam","25.868024","93.445102"
"K0181","Karimganj","Krishi Vigyan Kendra,Assam Agricultural University, Karimganj, Akbarpur, Distt. Karimganj","Assam","=""18""","Karimganj","Karimganj","293","NA","03843-284852","NA","kvkkarimganj@gmail.com","788712","ICAR-ATARI  Zone-VI Guwahati","Assam Agricultural University , Jorhat, Assam","24.864517","92.309318"
"K0182","Kokrajhar","Krishi Vigyan Kendra,Gossaigaon, Telipara,Distt. Kokrajhar","Assam","=""18""","Kokrajhar","Kokrajhar","294","http://www.kvkkokrajhar.aau.ac.in","NA","NA","kvk_kokrajhar@aau.ac.in","783360","ICAR-ATARI  Zone-VI Guwahati","Assam Agricultural University , Jorhat, Assam","26.447139","89.945388"
"K0183","Lakhimpur","Krishi Vigyan Kendra,RARS, North Lakhimpur Distt. N. Lakhimpur","Assam","=""18""","Lakhimpur","Lakhimpur","295","http://www.aau.ac.in/dee/kvklakhimpur","NA","NA","kvklakhimpur@gmail.com","787032","ICAR-ATARI  Zone-VI Guwahati","Assam Agricultural University , Jorhat, Assam","27.232226","94.105625"
"K0184","Morigaon","Krishi Vigyan Kendra,Morigaon, District","Assam","=""18""","Morigaon","Marigaon","296","http://kvkmorigaon.aau.ac.in/","NA","NA","kvk_morigaon@aau.ac.in","782411","ICAR-ATARI  Zone-VI Guwahati","Assam Agricultural University , Jorhat, Assam","26.279535","92.312535"
"K0185","Nagaon 1","Krishi Vigyan Kendra, Nagaon, AAU, Simaluguri, PO: Shillongani,  Dist: Nagaon","Assam","=""18""","Nagaon","Nagaon","297","http://www.kvknagaon.aau.ac.in/","03672-225384","03672-225384","kvk_nagaon@aau.ac.in","782002","ICAR-ATARI  Zone-VI Guwahati","Assam Agricultural University , Jorhat, Assam","26.362598","92.646226"
"K0186","Nalbari","Krishi Vigyan Kendra,Sariahtoli, Nalbari Distt. Nalbari","Assam","=""18""","Nalbari","Nalbari","298","http://kvknalbari.nic.in","NA","NA","kvk_nalbari@aau.ac.in","781337","ICAR-ATARI  Zone-VI Guwahati","Assam Agricultural University , Jorhat, Assam","26.481197","91.436243"
"K0187","Sivasagar","Krishi Vigyan Kendra,Sivasagar, Rohdoi Dhopabar Via Santak, PIN: 785687","Assam","=""18""","Sivasagar","Sivasagar","300","http://www.kvksivasagar.nic.in/","NA","NA","kvk_sivasagar@aau.ac.in","785687","ICAR-ATARI  Zone-VI Guwahati","Assam Agricultural University , Jorhat, Assam","26.920769","94.800341"
"K0188","Sonitpur","Krishi Vigyan Kendra,Napam, Tezpur,Distt. Sonitpur","Assam","=""18""","Sonitpur","Sonitpur","301","http://www.kvksonitpur.nic.in","03712-296145","NA","kvk_sonitpur@aau.ac.in","784028","ICAR-ATARI  Zone-VI Guwahati","Assam Agricultural University , Jorhat, Assam","26.704009","92.822802"
"K0189","Tinsukia","Krishi Vigyan Kendra,Tinsukia, Gellapukhuri Road","Assam","=""18""","Tinsukia","Tinsukia","302","http://kvktinsukia.nic.in/","0124-2764907","NA","kvktinsukia@gmail.com","786125","ICAR-ATARI  Zone-VI Guwahati","Assam Agricultural University , Jorhat, Assam","27.520608","95.352756"
"K0190","Udalguri","Krishi Vigyan Kendra, Udalguri, Assam Agricultural University, Lalpool, 784514","Assam","=""18""","Udalguri","Udalguri","617","http://www.kvkudalguri.aau.ac.in","+91 99579 00808","NA","kvk_udalguri@aau.ac.in","784514","ICAR-ATARI  Zone-VI Guwahati","Assam Agricultural University , Jorhat, Assam","26.652992","92.174273"
"K0191","Churachandpur","Krishi Vigyan Kendra, Pearsonmun village, Churachandpur Disrict, Manipur","Manipur","=""14""","Churachandpur","Churachandpur","254","NA","NA","NA","kvkccpur@gmail.com","795128","ICAR-ATARI  Zone-VII Barapani","ICAR Research Complex for NEH Region , Umroi Road, Umiam, Barapani","24.336433","93.664295"
"K0192","Tamenglong ","Krishi Vigyan Kendra,Charoi-Chagotlong VillageDistt. Tamenglong","Manipur","=""14""","Tamenglong ","Tamenglong","258","NA","0385-2414654","0385-2414260","kvktml16@gmail.com","795159","ICAR-ATARI  Zone-VII Barapani","ICAR Research Complex for NEH Region , Umroi Road, Umiam, Barapani","24.768952","93.631763"
"K0193","Imphal East","Krishi Vigyan Kendra,Andro village,Distt. Imphal East","Manipur","=""14""","Imphal East","Imphal East","255","www.kvkimphaleast.in","0124-2764907","NA","kvk_androcau@yahoo.com","795049","ICAR-ATARI  Zone-VII Barapani","Central Agricultural University , Iroishemba, Imphal, Manipur","24.727565","94.043666"
"K0194","Bishnupur","Krishi Vigyan Kendra, Bishnupur district, Utlou, PO. Nambol, Manipur","Manipur","=""14""","Bishnupur","Bishnupur","252","NA","0385-2453444","0385-2453444","kvkbishnupurdistrict@gmail.com","795134","ICAR-ATARI  Zone-VII Barapani","Utlou Joint Farming Cum Pisciculture Cooperative Society , Utlou Joint Farming Cum Pisciculture Cooperative Society, Utlou, Bishnupur District, Pin-795134 (Manipur)","24.706139","93.853721"
"K0195","Chandel","Krishi Vigyan Kendra, Chandel, Monsang Pantha Village, Chandel District HQ","Manipur","=""14""","Chandel","Chandel","253","https://kvkchandel.in/","NA","NA","chandelkvk@gmail.com","795127","ICAR-ATARI  Zone-VII Barapani","ICAR Research Complex for NEH Region , Umroi Road, Umiam, Barapani","24.325041","94.021841"
"K0196","Imphal West","Krishi Vigyan Kendra,Imphal West, ICAR Manipur Centre,Lamphelpat,Distt. Imphal West","Manipur","=""14""","Imphal West","Imphal West","256","http://kvkimphalwest.org","0385-2410485","NA","kvkimphalwest@gmail.com","795004","ICAR-ATARI  Zone-VII Barapani","ICAR Research Complex for NEH Region , Umroi Road, Umiam, Barapani","24.82841","93.926037"
"K0197","Senapati","Krishi Vigyan Kendra- Senapati,Hengbung, PO. Kangpokpi-795129, Senapati DIstrict, Manipur","Manipur","=""14""","Senapati","Senapati","257","http://www.kvksenapati.com/","03871-201591","NA","pckvksenapati@gmail.com","795129","ICAR-ATARI  Zone-VII Barapani","Foundation for Education and Economic Development Services , President (FEEDS) Hengbung, PO. Kangpokpi, Dis. Senapati (Manipur), Pin 795129","25.223996","93.997898"
"K0198","Thoubal","Krishi Vigyan Kendra Thoubal, Near Wangbal Rice Research Station, Thoubal District, Manipur  ","Manipur","=""14""","Thoubal","Thoubal","259","http://www.kvkthoubal.org","3848291142","NA","kvkthoubal@gmail.com","795138","ICAR-ATARI  Zone-VII Barapani","Department of Agriculture, Govt. of Manipur , Manipur","24.612931","94.025562"
"K0199","Ukhrul","Krishi Vigyan Kendra,Hungpung village,Distt. Ukhrul","Manipur","=""14""","Ukhrul","Ukhrul","260","http://www.kvkukhrul.org/","NA","NA","kvkukhrul@gmail.com","795142","ICAR-ATARI  Zone-VII Barapani","ICAR Research Complex for NEH Region , Umroi Road, Umiam, Barapani","25.066098","94.3466"
"K0200","East Khasi Hills","KVK,East Khasi Hills, 5th Mile Upper Shillong","Meghalaya","=""17""","East Khasi Hills","East Khasi Hills","274","http://kvkeastkhasihills.nic.in/","0364-2560132","0364-2560132","kvkekhup@gmail.com","793009","ICAR-ATARI  Zone-VII Barapani","Department of Agriculture, Govt of Meghalaya , Shillong","25.547277","91.843882"
"K0201","West Jaintia Hills","KRISHI VIGYAN KENDRA, WEST JAINTIA HILLS,MOOPUN, WAHIAJER, THADLASKEIN BLOCK","Meghalaya","=""17""","West Jaintia Hills","West Jaintia Hills","275","http://kvkwestjaintiahills.nic.in","0365-2223343","NA","kvkjaintiahills@gmail.com","793151","ICAR-ATARI  Zone-VII Barapani","Department of Agriculture, Govt of Meghalaya , Shillong","25.450851","92.211256"
"K0202","Ribhoi","Krishi Vigyan Kendra, Ri Bhoi, ICAR Research Complex for NEH Region, Umroi Road, Umiam, Distt. Ri-Bhoi","Meghalaya","=""17""","Ribhoi","Ri Bhoi","276","http://www.kvkribhoi.nic.in","0364-2570011","0364-2570011","icarkvkribhoi@gmail.com","793103","ICAR-ATARI  Zone-VII Barapani","ICAR Research Complex for NEH Region , Umroi Road, Umiam, Barapani","25.684969","91.914237"
"K0203","West Garo Hills","Krishi Vigyan Kendra,Sangsanggiri Dobasipara, Tura,Dist. West Garo Hills","Meghalaya","=""17""","West Garo Hills","West Garo Hills","278","http://www.kvkwestgarohills.nic.in","03651 222535","03651 222535","kvkwestgarohills2019@gmail.com","794005","ICAR-ATARI  Zone-VII Barapani","ICAR Research Complex for NEH Region , Umroi Road, Umiam, Barapani","25.496909","90.210379"
"K0204","West Khasi Hills","Krishi Vigyan Kendra,West Khasi Hills, Nongshillong, Nongstoin","Meghalaya","=""17""","West Khasi Hills","West Khasi Hills","279","http://kvkwestkhasihills.nic.in","NA","NA","kvkwkh@gmail.com","793119","ICAR-ATARI  Zone-VII Barapani","Department of Agriculture, Govt of Meghalaya , Shillong","25.469898","91.482788"
"K0205","Saiha","Krishi Vigyan Kendra, Siaha District.","Mizoram","=""15""","Saiha","Siaha","267","NA","03835-222104","NA","kvksaiha@gmail.com","796901","ICAR-ATARI  Zone-VII Barapani","Department of Agriculture,Govt. of Mizoram , Aizwal","22.494696","92.99901"
"K0206","Champhai","KVK, Champhai District, Khawzawl-796310","Mizoram","=""15""","Champhai","Champhai","262","http://www.kvkchamphaidistrict.mizoram.gov.in","NA","NA","kvkkhawzawl@gmail.com","796310","ICAR-ATARI  Zone-VII Barapani","Department of Agriculture,Govt. of Mizoram , Aizwal","23.458232","93.327584"
"K0207","Aizawl","Krishi Vigyan Kendra,College of Vet. Sciences & Animal Husbandry, Distt. Aizawl","Mizoram","=""15""","Aizawl","Aizawl","261","http://www.kvkaizawl.nic.in/","NA","NA","kvkaizawl@gmail.com","796014","ICAR-ATARI  Zone-VII Barapani","Central Agricultural University , Iroishemba, Imphal, Manipur","23.808011","92.733675"
"K0208","Kolasib","KVK Kolasib, Vengthar, Kolasib","Mizoram","=""15""","Kolasib","Kolasib","263","http://kvkkolasib.mizoram.gov.in","03837-220360","03837-220360","kvkkolasib@gmail.com","796081","ICAR-ATARI  Zone-VII Barapani","Department of Agriculture,Govt. of Mizoram , Aizwal","24.208192","92.675693"
"K0209","Lawngtlai","Krishi Vigyan Kendra,Chawnhu, Lawngtlai","Mizoram","=""15""","Lawngtlai","Lawngtlai","264","http://www.kvklawngtlai.mizoram.gov.in","NA","NA","kvklawngtlai@gmail.com","796891","ICAR-ATARI  Zone-VII Barapani","Department of Agriculture,Govt. of Mizoram , Aizwal","22.50359","92.893965"
"K0210","Lunglei","Krishi Vigyan Kendra,KVK Lunglei District, Hnahthial","Mizoram","=""15""","Lunglei","Lunglei","265","https://kvklunglei.mizoram.gov.in/","3722332637","3722332637","kvklunglei@gmail.com","796571","ICAR-ATARI  Zone-VII Barapani","Department of Agriculture,Govt. of Mizoram , Aizwal","22.953755","92.932096"
"K0211","Mamit","Krishi Vigyan Kendra,Lengpui,Mamit District.","Mizoram","=""15""","Mamit","Mamit","266","http://kvkmamit.mizoram.gov.in","0389-2573352","0389-2573338","kvkmamit23@gmail.com","796421","ICAR-ATARI  Zone-VII Barapani","Department of Agriculture,Govt. of Mizoram , Aizwal","23.833902","92.627428"
"K0212","Serchhip","N. Vanlaiphai, Serchhip District","Mizoram","=""15""","Serchhip","Serchhip","268","https://kvkserchhip.mizoram.gov.in/","NA","NA","kvkserchhip@gmail.com","796184","ICAR-ATARI  Zone-VII Barapani","Department of Agriculture,Govt. of Mizoram , Aizwal","23.125036","93.055878"
"K0213","Mon","Krishi Vigyan Kendra,Aboi,Distt. Mon","Nagaland","=""13""","Mon","Mon","247","NA","NA","NA","kvkmonaboi@gmail.com","798603","ICAR-ATARI  Zone-VII Barapani","Department of Agriculture,Govt. of Nagaland , Kohima","26.591922","94.898871"
"K0214","Kohima","Krishi Vigyan Kendra, District Kohima, Nagaland","Nagaland","=""13""","Kohima","Kohima","245","NA","NA","NA","kvkkohimanaga@gmail.com","797109","ICAR-ATARI  Zone-VII Barapani","Department of Agriculture,Govt. of Nagaland , Kohima","25.973461","94.207722"
"K0215","Zunheboto","Krishi Vigyan Kendra,Lumami,Distt. Zunheboto","Nagaland","=""13""","Zunheboto","Zunheboto","251","http://www.kvkzunheboto.in","3692268256","NA","kvkzunheboto@gmail.com","798627","ICAR-ATARI  Zone-VII Barapani","Nagaland University , Lumami, Dist. Zunheboto Nagaland","26.22105","94.477851"
"K0216","Sri Potti Sriramulu Nellore 2","Krishi Vigyan Kendra,periyavaram,venkatagiri mandal, Nellore dist, Andhra pradesh","Andhra Pradesh","=""28""","Sri Potti Sriramulu Nellore","Sri Potti Sriramulu Nellore","515","NA","NA","NA","kvk-pyvrm@drysrhu.edu.in","600001","ICAR-ATARI  Zone-X Hyderabad","Dr. Y S Rajasekar Reddy Horticultural University , Venkataramanagudem West Godavari, Andhra Pradesh","13.944503","79.605657"
"K0217","Longleng","Krishi Vigyan Kendra,Naga Junction, Hukphang Village,Distt. Longleng (Nagaland)","Nagaland","=""13""","Longleng","Longleng","615","NA","NA","NA","kvklongleng@gmail.com","798625","ICAR-ATARI  Zone-VII Barapani","ICAR Research Complex for NEH Region , Umroi Road, Umiam, Barapani","26.592646","94.767611"
"K0218","Dimapur ","Krishi Vigyan Kendra, Medziphema","Nagaland","=""13""","Dimapur ","Dimapur","244","http://kvkdimapur.nic.in","NA","NA","kvkdimapur@gmail.com","797106","ICAR-ATARI  Zone-VII Barapani","ICAR Research Complex for NEH Region , Umroi Road, Umiam, Barapani","25.759232","93.867088"
"K0219","Mokokchung","Krishi Vigyan Kendra, Mokokchung, Post Box-23, Yisemyong,Mokokchung, Nagaland","Nagaland","=""13""","Mokokchung","Mokokchung","246","http://www.kvkmokokchung.in","NA","NA","kvkmokokchung@gmail.com","798601","ICAR-ATARI  Zone-VII Barapani","Department of Agriculture,Govt. of Nagaland , Kohima","26.322439","94.513335"
"K0220","Phek","Porba, PO Pfutsero, Dist-Phek, Nagaland","Nagaland","=""13""","Phek","Phek","248","http://www.kvkphek.nic.in","NA","03865-281436","kvkphek@gmail.com","797107","ICAR-ATARI  Zone-VII Barapani","ICAR National Research Centre (NRC) on Mithun , Jharnapani, (P.O) Medziphema Distrt. Phek, Nagaland","25.618479","94.329682"
"K0221","Tuensang","Krishi Vigyan Kendra,Distt. Tuensang","Nagaland","=""13""","Tuensang","Tuensang","249","NA","NA","NA","kvk.tuensang@gmail.com","798612","ICAR-ATARI  Zone-VII Barapani","Department of Agriculture,Govt. of Nagaland , Kohima","26.236167","94.813494"
"K0222","Wokha","Krishi Vigyan Kendra, Wokha, Longsachung Village near Satsuphen Post box- 137, State- Nagaland, Distt.- Wokha","Nagaland","=""13""","Wokha","Wokha","250","http://kvkwokha.nic.in","NA","NA","kvkwokha2013@gmail.com","797111","ICAR-ATARI  Zone-VII Barapani","ICAR Research Complex for NEH Region , Umroi Road, Umiam, Barapani","26.054937","94.260163"
"K0223","Yavatmal 2","Krishi Vigyan Kendra, Sangvi (Rly.) Tal. Darwha Diat. Yavatmal, Maharashtra","Maharashtra","=""27""","Yavatmal","Yavatmal","500","http://kvksangvi.com/","NA","NA","kvkyavatmal2@gmail.com","445001","ICAR-ATARI  Zone-VIII Pune","Navsanjivan Shikshan Prasarak Mandal , Yavatmal, Maharashtra","20.417798","77.605698"
"K0224","East Sikkim","Krishi Vigyan Kendra, ICAR, Ranipool Distt. East Sikkim","Sikkim","=""11""","East Sikkim District","Gangtok","225","http://kvkeastsikkim.nic.in/","03592-251311","03592-251311","kvk.eastsikkim@gmail.com","737135","ICAR-ATARI  Zone-VI Guwahati","ICAR Research Complex for NEH Region , Umroi Road, Umiam, Barapani","27.231544","88.589739"
"K0225","North Sikkim","Krishi Vigyan Kendra, Mangan, North Sikkim","Sikkim","=""11""","North Sikkim District","Mangan","226","http://kvknorthsikkim.gov.in/","NA","NA","kvkmangan@gmail.com","737116","ICAR-ATARI  Zone-VI Guwahati","Department of Agriculture, Govt. of Sikkim , Krishi Bhavan, Tadong","27.493259","88.53599"
"K0226","South Sikkim","Mr. I. P. Shivakoti, Sr. Scientist & Head, Krishi Vigyan Kendra South Sikkim, Namthang, Distt. South Sikkim, Contact: 7430832200","Sikkim","=""11""","South Sikkim District","Namchi","227","http://www.kvksouthsikkim.com","NA","NA","kvknamthang@gmail.com","737132","ICAR-ATARI  Zone-VI Guwahati","Department of Agriculture, Govt. of Sikkim , Krishi Bhavan, Tadong","27.165645","88.477621"
"K0227","West Sikkim","Krishi Vigyan Kendra,Gyaba,Gyalshing,Distt. West Sikkim","Sikkim","=""11""","West Sikkim District","Gyalshing","228","http://www.kvkwestsikkim.gov.in/","03595-251111","3595251111","kvk.gyaba@gmail.com","737111","ICAR-ATARI  Zone-VI Guwahati","Department of Agriculture, Govt. of Sikkim , Krishi Bhavan, Tadong","27.294381","88.247125"
"K0228","Dhalai","Krishi Vigyan Kendra,Dhalai,Salema Model Orchard","Tripura","=""16""","Dhalai","Dhalai","269","http://kvkdhalai.org.in/","3826263273","3826263273","kvkdhalai@gmail.com","799278","ICAR-ATARI  Zone-VII Barapani","State Department of Agriculture,Govt. of  Tripura , Agartala","24.014059","91.834381"
"K0229","North Tripura","Krishi Vigyan Kendra,Panisagar Progeny Orchard,Distt. North Tripura","Tripura","=""16""","North Tripura","North Tripura","270","http://www.kvknorthtripura.nic.in","03822-261043","3822-261043","pcdkdnorth@gmail.com","799260","ICAR-ATARI  Zone-VII Barapani","State Department of Agriculture,Govt. of  Tripura , Agartala","24.254898","92.151572"
"K0230","South Tripura ","Birchandra Manu, Manpathar","Tripura","=""16""","South Tripura ","South Tripura","271","kvksouthtripura.org.in","03823-295289","NA","kvksouthtripura@gmail.com","799144","ICAR-ATARI  Zone-VII Barapani","ICAR Research Complex for NEH Region , Umroi Road, Umiam, Barapani","23.370396","91.515828"
"K0231","Khowai","Krishi Vigyan Kendra, Khowai (An ISO 9001: 2015 certified Institute), Divyodaya, Chebri, Khowai, PIN 799207 (TRIPURA)","Tripura","=""16""","Khowai","Khowai","652","NA","NA","NA","dkvkwesttripura@gmail.com","799207","ICAR-ATARI  Zone-VII Barapani","Khowai, West Tripura , General Secretary, Sri Ramakrishna Seva Kendra, 81, BondelRaod, Kolkota- 700019 (West Bengal)","24.022312","91.632361"
"K0232","Bageshwar","Krishi vigyan Kendra (ICAR- VPKAS), Kafligair- 263628, Bageshwar, Uttarakhand","Uttarakhand","=""5""","Bageshwar","Bageshwar","46","http://www.bageshwar.kvk4.in","NA","05963-255150","kvkbageshwar@gmail.com","263628","ICAR-ATARI  Zone-I Ludhiana","ICAR VPKAS  , Almora, Uttarakhand","29.4513","79.44545"
"K0233","Nainital","Krishi Vigyan Kendra,Jeolikote,Distt. Nainital","Uttarakhand","=""5""","Nainital","Nainital","51","http://nainital.kvk4.in/","05942 - 224615","05942 - 224615","kvknainital@rediffmail.com","263135","ICAR-ATARI  Zone-I Ludhiana","G.B. Pant University of Agriculture & Technology , Dist.Pantnagar, Uttarakhand","29.342795","79.482527"
"K0234","Chamoli","Krishi Vigyan Kendra,Gwaldam,Distt. Chamoli","Uttarakhand","=""5""","Chamoli","Chamoli","47","http://chamoli.kvk4.in/","01363-274287","01363 - 274287","kvkchamoli@rediffmail.com","246441","ICAR-ATARI  Zone-I Ludhiana","G.B. Pant University of Agriculture & Technology , Dist.Pantnagar, Uttarakhand","30.005392","79.567135"
"K0235","Haridwar","Krishi Vigyan Kendra,DhanauriDistt. Haridwar","Uttarakhand","=""5""","Hardwar","Haridwar","50","http://www.haridwar.kvk4.in ","NA","NA","kvkharidwar@gmail.com","246667","ICAR-ATARI  Zone-I Ludhiana","G.B. Pant University of Agriculture & Technology , Dist.Pantnagar, Uttarakhand","29.940771","77.954591"
"K0236","Almora","Krishi Vigyan Kendra,Matela (Kosi),Distt. Almora","Uttarakhand","=""5""","Almora","Almora","45","http://almora.kvk4.in","NA","NA","kvkalmora@gmail.com","263643","ICAR-ATARI  Zone-I Ludhiana","G.B. Pant University of Agriculture & Technology , Dist.Pantnagar, Uttarakhand","29.795998","79.193295"
"K0237","Pauri Garhwal","Krishi Vigyan Kendra, Bharsar, Distt. Pauri Garhwal","Uttarakhand","=""5""","Garhwal","Pauri Garhwal","52","http://www.paurigarhwal.kvk4.in","01348 - 226076","01348 - 226058","kvkpaurigarhwaluuhf@gmail.com","246123","ICAR-ATARI  Zone-I Ludhiana","Uttarakhand University of Horticulture & Forestry , Bharsar Dist.Pauri Garhwal, Uttarakhand ","30.057066","78.992062"
"K0238","Rudraprayag","Krishi Vigyan Kendra, Jahdhar, Via - Guptakashi, Post-Bansu","Uttarakhand","=""5""","Rudraprayag","Rudraprayag","54","NA","NA","NA","kvkjakh@rediffmail.com","246439","ICAR-ATARI  Zone-I Ludhiana","G.B. Pant University of Agriculture & Technology , Dist.Pantnagar, Uttarakhand","30.528335","79.074684"
"K0239","Udham Singh Nagar","Krishi Vigyan Kendra,Sugarcane Research Centre, Bajpur Road,Kashipur,Distt. Udham Singh Nagar","Uttarakhand","=""5""","Udham Singh Nagar","Udham Singh Nagar","56","http://www.udhamsinghnagar.kvk.in","NA","NA","kvkkashipur@gmail.com","244713","ICAR-ATARI  Zone-I Ludhiana","G.B. Pant University of Agriculture & Technology , Dist.Pantnagar, Uttarakhand","29.183216","79.000489"
